Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
3560	-15726.3	-15710.4	-15.9534	0.0926857	0.116336	0.0718556	0.0792033	0.0516061	0.0758922	0.112027	0.167132	0.117299	0.105931	0.0719847	0.0904779	0.0866259	0.0878526	0.0889442	0.12807	0.0603734	0.0952368	0.0966862	0.135329	0.115767	0.102347	0.151703	0.0380997	0.0155248	0.040814	0.0324782	0.0459629	0.0288723	0.039174	0.0308935	0.0299087	0.041863	0.0170161	0.040098	0.0188104	0.0408154	0.0344687	0.0686326	0.0710116	0.0142215	0.0184223	0.0451361	3.01359
3570	-15723.8	-15706.4	-17.3859	0.0898706	0.120951	0.0968701	0.111801	0.065105	0.0875112	0.112027	0.171505	0.093831	0.114731	0.0693424	0.0784377	0.0971381	0.0880919	0.0888336	0.136703	0.0688588	0.0706244	0.0915466	0.142647	0.119016	0.115633	0.147495	0.0368081	0.0337443	0.0483273	0.0347999	0.0426406	0.0240574	0.0371257	0.0441719	0.0290941	0.0394947	0.0177691	0.0441299	0.0217839	0.0482294	0.0458945	0.0770637	0.0567976	0.0106753	0.0233955	0.0622691	3.15684
3580	-15720	-15702.9	-17.0556	0.0730387	0.109326	0.0968701	0.103781	0.0781469	0.0904016	0.113086	0.171505	0.114805	0.0944433	0.0752713	0.0856942	0.108114	0.0859743	0.0954992	0.125752	0.0560554	0.0835608	0.108313	0.126116	0.129733	0.0996007	0.147495	0.0412392	0.0331541	0.0272179	0.0231224	0.0567563	0.0180725	0.0343607	0.031337	0.0279424	0.0445484	0.0216968	0.0384775	0.0258005	0.0600738	0.045815	0.0680852	0.055569	0.00759099	0.0281039	0.0622691	3.12381
3590	-15727.9	-15712.4	-15.5361	0.0981603	0.113072	0.0861968	0.0835973	0.0577949	0.0676349	0.147066	0.156787	0.107627	0.109619	0.0580068	0.0775748	0.10197	0.0811257	0.0912929	0.129833	0.0663591	0.0780998	0.0971885	0.131069	0.105033	0.0815817	0.137272	0.0551398	0.0252103	0.0193559	0.0294846	0.0415618	0.0150065	0.0295109	0.0391311	0.0216092	0.040461	0.0362727	0.038046	0.0285637	0.0460022	0.0331461	0.0583542	0.0607908	0.00943348	0.0334942	0.0473249	2.97186
3600	-15724.9	-15707.7	-17.2681	0.0873522	0.0951472	0.0957466	0.0989597	0.0751921	0.0841731	0.135461	0.174232	0.114638	0.122961	0.0708977	0.0956492	0.0924157	0.0811257	0.0803249	0.149433	0.0672147	0.0830677	0.102948	0.11441	0.141597	0.0989665	0.137272	0.0362058	0.0237136	0.0186988	0.0296902	0.0610643	0.0281117	0.0394858	0.0359063	0.0229686	0.0302156	0.0404944	0.0411768	0.0189776	0.0416882	0.0529184	0.0748681	0.0698525	0.0174186	0.0153297	0.0470946	3.14506
3610	-15714.6	-15698.6	-16.0366	0.0758132	0.121232	0.087247	0.101445	0.0799811	0.0724932	0.115341	0.17275	0.108002	0.109683	0.0690569	0.0850418	0.0948149	0.0840513	0.0951131	0.141781	0.0619261	0.0860865	0.0809129	0.108692	0.125811	0.103168	0.137272	0.0394009	0.0326666	0.0175906	0.0389003	0.0433671	0.0277834	0.0172303	0.0314699	0.02495	0.0325863	0.0335145	0.0390005	0.0165392	0.0486788	0.0376047	0.0709922	0.0584466	0.0162655	0.0222382	0.0549742	3.02191
3620	-15719.7	-15704.4	-15.2734	0.0666466	0.10327	0.0952241	0.109916	0.0852298	0.0792227	0.104766	0.146895	0.115384	0.122551	0.083797	0.08758	0.0976521	0.0710059	0.0943902	0.101904	0.0587694	0.0692926	0.0879581	0.121839	0.111744	0.0927788	0.121708	0.0317708	0.0215732	0.0342524	0.0286825	0.0533031	0.0253941	0.0215825	0.0247511	0.0178358	0.0540113	0.0261279	0.0361302	0.0255374	0.0480124	0.0374025	0.0760094	0.0616403	0.019502	0.0243224	0.048232	2.9456
3630	-15722.5	-15706.8	-15.7126	0.0867101	0.111123	0.0814909	0.119569	0.0819152	0.081501	0.108613	0.159847	0.121543	0.110793	0.0563581	0.0827667	0.0933023	0.0797139	0.0847391	0.137202	0.0693449	0.0833225	0.113749	0.106683	0.115769	0.0799152	0.130266	0.0255625	0.0242105	0.0194906	0.0275406	0.0461509	0.0237845	0.0239344	0.0267834	0.035367	0.044555	0.0147518	0.0377393	0.0149308	0.0471481	0.0307535	0.0866986	0.057853	0.0235353	0.0146644	0.0678249	2.98952
3640	-15729	-15711.4	-17.5673	0.0744926	0.108166	0.0893522	0.144736	0.0837008	0.0917579	0.121197	0.159847	0.104731	0.139428	0.0890271	0.0857168	0.0965269	0.0953158	0.0791569	0.137202	0.0706337	0.0840018	0.076055	0.137337	0.116082	0.0962033	0.137185	0.0297389	0.0288335	0.0306557	0.0310605	0.0454043	0.0304537	0.035981	0.0358422	0.0342463	0.0428772	0.0278192	0.0368132	0.0279941	0.0370854	0.0385383	0.0869566	0.0683144	0.0142959	0.0278017	0.0464163	3.17498
3650	-15727.8	-15711.7	-16.0711	0.0724971	0.120372	0.0988575	0.110948	0.0788005	0.0794667	0.121771	0.135636	0.0974279	0.119784	0.0680066	0.077733	0.100349	0.0791856	0.112646	0.137202	0.0667982	0.0782383	0.0897845	0.10751	0.116082	0.104409	0.140895	0.0371479	0.0408354	0.027113	0.0203673	0.058115	0.0187696	0.0313534	0.0404588	0.0259896	0.049239	0.0333293	0.0200038	0.019188	0.0413435	0.0489887	0.0512897	0.0511316	0.00820093	0.0309571	0.057144	3.02537
3660	-15725.8	-15709.9	-15.8784	0.0789309	0.11512	0.0694153	0.110948	0.0727767	0.0796302	0.10467	0.174012	0.110059	0.121346	0.0829733	0.0727461	0.0995883	0.0808775	0.0786498	0.10631	0.0634772	0.0722345	0.0995333	0.111547	0.116082	0.0873535	0.140895	0.0337688	0.0457326	0.0188256	0.033362	0.049744	0.0248946	0.0273304	0.0372192	0.0248401	0.0409009	0.0268817	0.0426808	0.0188322	0.0300923	0.0643827	0.0627025	0.0788225	0.0224914	0.0259194	0.047489	3.00609
3670	-15728.9	-15712.8	-16.0332	0.0744465	0.123887	0.101097	0.0876639	0.0597913	0.0769991	0.136727	0.162121	0.108616	0.103172	0.066148	0.0966381	0.0871892	0.0802859	0.100448	0.118763	0.0626323	0.0800004	0.100886	0.109852	0.139631	0.0842877	0.116277	0.035931	0.0345404	0.0348658	0.025525	0.0359816	0.0265723	0.0270039	0.0374156	0.0263136	0.0445395	0.0381942	0.0491086	0.0352386	0.0329251	0.0387922	0.0877462	0.0483914	0.0135495	0.0255383	0.0458427	3.02157
3680	-15725.3	-15708.8	-16.4705	0.0862425	0.138183	0.0931082	0.0918603	0.0700506	0.0748813	0.127716	0.137443	0.118038	0.0965472	0.102761	0.0843343	0.0975477	0.0802859	0.088839	0.131354	0.0633938	0.0808515	0.0760512	0.115728	0.129106	0.102874	0.150706	0.0284601	0.031134	0.0343609	0.0248878	0.0471676	0.0295655	0.0340308	0.0304452	0.0312208	0.0334205	0.0265675	0.029865	0.0165109	0.0468704	0.0449874	0.0916307	0.0565529	0.00990342	0.0285678	0.051255	3.06531
3690	-15721.5	-15705.8	-15.6783	0.0813618	0.107788	0.0822916	0.096505	0.0887882	0.0656075	0.10157	0.143087	0.0987102	0.126667	0.0650845	0.0740285	0.0835116	0.0685384	0.0783049	0.112556	0.0731249	0.0894351	0.100597	0.132063	0.123939	0.0850864	0.150706	0.0362266	0.0350348	0.0314789	0.0259352	0.0565049	0.0270331	0.0219602	0.0273652	0.0344797	0.0387334	0.0353148	0.0371145	0.0208101	0.0362929	0.0502581	0.0640576	0.0612441	0.0245449	0.0313448	0.0609955	2.98608
3700	-15734.6	-15718.4	-16.2446	0.0806277	0.107788	0.0901164	0.122093	0.0600502	0.0840537	0.157047	0.179458	0.106376	0.106851	0.0785287	0.0758535	0.103807	0.0728	0.0832091	0.140872	0.0671288	0.0894351	0.0827297	0.118253	0.123939	0.108667	0.129206	0.0368709	0.0202574	0.0141871	0.0256371	0.03686	0.0128291	0.0175522	0.0202613	0.0326354	0.0335641	0.0248834	0.0402544	0.0219105	0.0303357	0.0381915	0.087423	0.0749308	0.0280306	0.0254044	0.0518045	3.04271
3710	-15725.8	-15710.1	-15.6864	0.0744999	0.0930461	0.0873673	0.099805	0.0835838	0.0834622	0.112164	0.179458	0.108244	0.10555	0.0583738	0.0987319	0.0855581	0.0734383	0.0963959	0.117099	0.0671288	0.0870896	0.113543	0.113443	0.108383	0.0931037	0.155954	0.0409175	0.0193038	0.0254128	0.0427334	0.0345377	0.0215019	0.0245719	0.0211208	0.0339004	0.0287564	0.0303151	0.0361901	0.0152742	0.0428031	0.0420961	0.0729657	0.060949	0.0195225	0.0207627	0.0578371	2.98689
3720	-15733.2	-15717.7	-15.4883	0.0686267	0.111689	0.0845619	0.105659	0.0712636	0.069841	0.134721	0.134952	0.0936516	0.10319	0.072685	0.0756649	0.132619	0.091114	0.0892454	0.121754	0.055505	0.0647427	0.0827979	0.111674	0.106531	0.107856	0.158714	0.0363237	0.0341264	0.0344496	0.0217254	0.0510357	0.0150725	0.032457	0.0309358	0.0273087	0.0397799	0.0198545	0.0254446	0.0290281	0.0503997	0.0561151	0.0622983	0.0658457	0.0129689	0.010582	0.0622765	2.96709
3730	-15726.2	-15710.2	-15.9219	0.077291	0.101095	0.0798336	0.0978804	0.0828687	0.087749	0.115588	0.127725	0.122769	0.116835	0.0585454	0.069062	0.0832639	0.0806705	0.0856219	0.123908	0.0578223	0.0825319	0.0983333	0.145433	0.1262	0.108999	0.175579	0.0286169	0.0315307	0.0117708	0.0374224	0.0495552	0.024122	0.0249905	0.0315568	0.0245854	0.0368212	0.0275199	0.032347	0.0233931	0.0399064	0.0565513	0.0704523	0.0605213	0.0156246	0.0176258	0.0599234	3.01044
3740	-15727.3	-15710.9	-16.4056	0.0891589	0.136108	0.0798154	0.0963543	0.0692378	0.0867357	0.13877	0.179688	0.105794	0.1219	0.0661244	0.0779477	0.0965257	0.0858306	0.0989507	0.144285	0.0695399	0.0866927	0.0918495	0.123031	0.0942364	0.101462	0.124459	0.0362082	0.0312662	0.0096887	0.0307325	0.0342275	0.0329943	0.0350262	0.0389287	0.0228738	0.0366441	0.0178982	0.0407018	0.0178455	0.0520612	0.0299221	0.0596223	0.0502264	0.026363	0.0258806	0.065209	3.05882
3750	-15719.3	-15703.4	-15.8713	0.0765705	0.103489	0.0910572	0.105297	0.0729541	0.0819037	0.127654	0.153793	0.107338	0.124905	0.0708206	0.0719639	0.113862	0.0766688	0.0857554	0.119017	0.0700651	0.0855195	0.0844735	0.128142	0.128911	0.101438	0.144241	0.0339079	0.0233516	0.0094718	0.0342589	0.0468803	0.031383	0.0317777	0.0236938	0.0170727	0.0442744	0.0177593	0.0373746	0.0211264	0.0578381	0.0424945	0.0596223	0.0566569	0.0185943	0.0269623	0.0450417	3.00538
3760	-15731.5	-15716.3	-15.1462	0.0768818	0.103517	0.0974908	0.108289	0.0780898	0.0947331	0.107007	0.149047	0.089276	0.0926943	0.0708206	0.0704477	0.0834031	0.0675	0.116826	0.125473	0.0601629	0.0846789	0.0922082	0.143718	0.123084	0.0952856	0.131193	0.0211133	0.0308025	0.0313278	0.0303639	0.0393586	0.0326314	0.016698	0.0182548	0.030918	0.0419633	0.0179509	0.0439478	0.0164423	0.0381025	0.0408326	0.0756883	0.0479647	0.0236533	0.0223731	0.050663	2.93288
3770	-15727.6	-15711.3	-16.2754	0.0748466	0.122078	0.0974908	0.108289	0.0833348	0.0687865	0.10961	0.177803	0.107414	0.123911	0.0675651	0.10001	0.095061	0.0895749	0.106764	0.137153	0.0721721	0.0711257	0.105977	0.127944	0.106108	0.100965	0.128021	0.0297032	0.02806	0.011554	0.0281086	0.0429766	0.0227737	0.01961	0.0388248	0.0178013	0.0396266	0.0315916	0.0269566	0.0125459	0.0506882	0.0462673	0.0731603	0.040361	0.0138465	0.0307088	0.0586195	3.04579
3780	-15726.7	-15710.9	-15.7959	0.0813847	0.106936	0.0879374	0.107873	0.0660381	0.0755211	0.109773	0.167095	0.120203	0.109738	0.068511	0.0778171	0.0971593	0.0773852	0.0805807	0.138194	0.0603046	0.0740903	0.105544	0.100591	0.117495	0.100965	0.143959	0.0212662	0.0243951	0.0237225	0.0333211	0.0427959	0.0231464	0.0354611	0.0231749	0.0341981	0.0632889	0.0348218	0.0377694	0.0215859	0.0546739	0.0459502	0.055767	0.0466893	0.0187657	0.0253449	0.0566066	2.99784
3790	-15728.2	-15713	-15.1418	0.0801376	0.0996141	0.0732343	0.120069	0.0775742	0.0757604	0.152476	0.148725	0.124875	0.103394	0.0634839	0.0961778	0.120772	0.0768423	0.087599	0.113616	0.0602682	0.0715239	0.093462	0.110137	0.124703	0.0818007	0.12511	0.0361272	0.0299217	0.0178044	0.0285901	0.0469052	0.0176883	0.0136506	0.0254596	0.0275153	0.0404279	0.0163195	0.0421071	0.0224608	0.0379551	0.0357998	0.0662273	0.0557276	0.015079	0.0238191	0.0514899	2.93243
3800	-15739.3	-15722.9	-16.4329	0.0803917	0.0950085	0.0725703	0.106639	0.0670732	0.0826414	0.128527	0.156153	0.108075	0.106248	0.0570417	0.107829	0.108257	0.0768423	0.109613	0.128044	0.0655662	0.0735529	0.0792935	0.120901	0.130583	0.0850506	0.132901	0.0315117	0.0499728	0.0133527	0.0260083	0.0650933	0.0227982	0.0152922	0.0188158	0.0170538	0.0416393	0.0402805	0.0375052	0.0354706	0.0373684	0.0569754	0.0863565	0.0637797	0.0232279	0.0379229	0.0623195	3.06155
3810	-15732	-15715.6	-16.4317	0.0969446	0.123446	0.0789848	0.0980431	0.0728407	0.0739796	0.118658	0.148229	0.122625	0.130105	0.0692302	0.0777628	0.0829306	0.107611	0.0853896	0.109064	0.0453615	0.0831772	0.106875	0.147991	0.121174	0.0814987	0.121588	0.0379969	0.0280803	0.0273592	0.0447993	0.0316939	0.0278658	0.0314383	0.0268345	0.0176784	0.0433944	0.0309837	0.0549094	0.0175943	0.0514911	0.0471213	0.0776063	0.0603974	0.0128207	0.0296224	0.0582294	3.06142
3820	-15725.5	-15709.6	-15.8942	0.0909996	0.0968232	0.0953934	0.114388	0.0728407	0.0868591	0.111921	0.180388	0.103734	0.104796	0.0879669	0.0793366	0.0781911	0.0738181	0.092842	0.137847	0.0777525	0.0831772	0.0932038	0.1234	0.110019	0.0814987	0.114526	0.0391319	0.022284	0.0564285	0.0263627	0.0472768	0.0369186	0.0187438	0.0250533	0.0280342	0.0400462	0.0249697	0.0358568	0.0234732	0.040625	0.0368206	0.0707096	0.0501388	0.0178969	0.016946	0.0582294	3.00767
3830	-15722.7	-15705.7	-17.0049	0.0893574	0.117676	0.101819	0.0968199	0.0698166	0.0795357	0.132617	0.180388	0.107456	0.113349	0.0740456	0.0887419	0.100413	0.0681277	0.092842	0.143099	0.0663306	0.086291	0.117748	0.1234	0.101216	0.113136	0.132147	0.0348671	0.0266403	0.0438289	0.0194662	0.0482768	0.0270024	0.0251357	0.0381532	0.0198411	0.033312	0.0329568	0.0428025	0.0294851	0.0332021	0.0502067	0.0664709	0.0677573	0.0117206	0.0203295	0.0509175	3.11874
3840	-15728.6	-15713.2	-15.3269	0.101377	0.104067	0.0972859	0.0927907	0.0880825	0.0833482	0.108439	0.140549	0.0886297	0.107978	0.0905523	0.0711274	0.106969	0.0660709	0.0816936	0.114322	0.0678942	0.086291	0.0870196	0.128322	0.110597	0.0911331	0.121269	0.0331412	0.0291612	0.0422795	0.0160574	0.0441946	0.0259199	0.0342631	0.0399583	0.0380797	0.0297869	0.0221548	0.0446988	0.0150674	0.0434968	0.0296654	0.0483445	0.0708714	0.0150419	0.0305455	0.0624144	2.95095
3850	-15720	-15704.3	-15.7708	0.0677608	0.102585	0.0904603	0.107507	0.0867445	0.0774603	0.11684	0.148245	0.11472	0.10911	0.0802011	0.097684	0.0902602	0.0897602	0.10865	0.137417	0.0678942	0.0856086	0.103616	0.123744	0.106518	0.0899092	0.118427	0.0346828	0.014604	0.023774	0.0248349	0.0498049	0.0189544	0.0214359	0.0375361	0.0343097	0.0318867	0.0254629	0.0269587	0.0183858	0.0434968	0.0421241	0.0635264	0.0717059	0.0146602	0.0297888	0.0462758	2.99533
3860	-15726.9	-15710.7	-16.2727	0.0735374	0.11757	0.0992265	0.106145	0.0765518	0.0799551	0.121338	0.146839	0.123122	0.120165	0.0703294	0.0787203	0.0908104	0.0830162	0.0919055	0.143397	0.0547086	0.0949983	0.106736	0.132632	0.114505	0.0960971	0.119708	0.0414722	0.0162189	0.0182787	0.0295726	0.0393302	0.0243492	0.0160783	0.0260575	0.03127	0.0576831	0.0209132	0.0336453	0.0294853	0.0387203	0.0368636	0.085605	0.0603574	0.00974094	0.041796	0.0460757	3.04553
3870	-15728.7	-15711.9	-16.8429	0.0984779	0.113367	0.0919229	0.099505	0.0796958	0.0919122	0.115162	0.165046	0.11253	0.122205	0.0746113	0.0774332	0.0812735	0.0844376	0.0886408	0.140542	0.0519215	0.0863407	0.0877324	0.128669	0.118913	0.0960971	0.134874	0.0358215	0.0312143	0.0251308	0.0157264	0.0484282	0.0246899	0.0173998	0.0267947	0.0408494	0.0460282	0.0236163	0.054801	0.0272218	0.042997	0.0478802	0.099813	0.0429511	0.0316986	0.0242471	0.053926	3.10255
3880	-15726.1	-15710.1	-16.0082	0.0927727	0.109013	0.0906206	0.115001	0.0637949	0.0558448	0.124113	0.165046	0.115656	0.108538	0.0919958	0.0863493	0.102524	0.0838744	0.0900613	0.110591	0.0509154	0.0683675	0.093177	0.129564	0.145048	0.0881433	0.139041	0.030654	0.0299452	0.0167324	0.0302017	0.0478215	0.010528	0.0252277	0.0401547	0.0269871	0.0472144	0.0216327	0.029211	0.0307001	0.0453733	0.0425966	0.0667955	0.0543382	0.011837	0.0362127	0.0548586	3.01907
3890	-15724	-15708.1	-15.8901	0.0818049	0.107802	0.105967	0.109181	0.0816869	0.0683834	0.126682	0.161371	0.088853	0.10595	0.0753462	0.0741191	0.0842622	0.103194	0.0876356	0.134049	0.0490425	0.096673	0.107801	0.104973	0.105551	0.0955151	0.143186	0.0430135	0.0198031	0.0207535	0.0281106	0.0459521	0.0150271	0.0266709	0.0324215	0.0175892	0.039876	0.0204442	0.0301678	0.0247914	0.0459947	0.0454269	0.0789003	0.0719862	0.0218497	0.0262595	0.0532013	3.00727
3900	-15727.8	-15710.9	-16.9079	0.088104	0.109088	0.0847444	0.11238	0.0930535	0.082245	0.0990044	0.147863	0.115421	0.111326	0.0859076	0.071113	0.0849289	0.0839407	0.0923986	0.145234	0.0581142	0.0892216	0.105396	0.134796	0.13646	0.0955151	0.159277	0.0331854	0.0275857	0.0272163	0.0211457	0.0270523	0.0243299	0.0212857	0.0360258	0.0242879	0.0515215	0.0296849	0.0428664	0.0237297	0.0415536	0.030585	0.0819116	0.0652141	0.0278423	0.0201075	0.066383	3.10905
3910	-15725	-15708.9	-16.1507	0.088104	0.113005	0.0861647	0.0921316	0.0772026	0.0545073	0.116686	0.138495	0.114948	0.106252	0.0596798	0.0815988	0.112478	0.0792725	0.0900319	0.13204	0.0626755	0.0857053	0.10219	0.129128	0.132163	0.0977722	0.133856	0.0456065	0.0390248	0.0218697	0.0327795	0.055697	0.0151358	0.032125	0.0274034	0.0270292	0.0468607	0.0209755	0.0416345	0.021346	0.0305217	0.0465593	0.0762704	0.0592214	0.0290044	0.0173854	0.060786	3.03332
3920	-15731.5	-15715.2	-16.3672	0.0644901	0.119099	0.0935043	0.11323	0.0800991	0.0712291	0.112728	0.165677	0.098691	0.106782	0.0633383	0.0841206	0.118028	0.0716098	0.092093	0.150119	0.0924718	0.0787228	0.0903002	0.145048	0.0829655	0.0978521	0.150093	0.0409344	0.0238654	0.0311409	0.0178508	0.0432711	0.0262091	0.0290273	0.0238111	0.0223355	0.0342686	0.0191303	0.0358707	0.0345542	0.0462424	0.0442591	0.0839429	0.0652147	0.0243342	0.0179746	0.0484498	3.05498
3930	-15731.7	-15714.5	-17.2426	0.0702278	0.127473	0.100924	0.0997583	0.0784074	0.0720605	0.128966	0.147685	0.104939	0.110832	0.0673476	0.0755049	0.118028	0.0847328	0.0785765	0.135512	0.0585163	0.0779322	0.102179	0.149122	0.115273	0.103916	0.177568	0.028071	0.0404342	0.0398714	0.01481	0.0424526	0.0291298	0.0353512	0.0370561	0.0221322	0.0237711	0.0306886	0.0357714	0.0233319	0.0551005	0.0423656	0.0702479	0.0886786	0.0188182	0.0225123	0.0564352	3.14251
3940	-15726.7	-15710.4	-16.3343	0.0876238	0.139272	0.108885	0.0989733	0.0692354	0.075776	0.120677	0.186007	0.110776	0.113654	0.0715482	0.072534	0.113684	0.0644166	0.073924	0.131345	0.057304	0.0715426	0.0996313	0.120891	0.100567	0.0896279	0.150467	0.0373363	0.0307092	0.0316565	0.0213311	0.0613054	0.0286371	0.0300849	0.0376928	0.0385778	0.021397	0.024871	0.0371822	0.0158156	0.0411621	0.0331933	0.0956244	0.0596944	0.0186507	0.0163943	0.0420016	3.05168
3950	-15729.8	-15712.5	-17.2985	0.0961427	0.134441	0.0865176	0.102069	0.0645192	0.0819888	0.14007	0.170114	0.102145	0.112885	0.0666264	0.0872795	0.0926216	0.0897713	0.0809368	0.124848	0.0626237	0.0844522	0.0932262	0.122739	0.127539	0.100186	0.166188	0.0428453	0.0323258	0.0446509	0.0184794	0.0490141	0.0271171	0.0204379	0.0414062	0.0324197	0.0457615	0.0274523	0.0538978	0.0311955	0.0472415	0.0341576	0.0656842	0.0629004	0.00844856	0.0186227	0.054119	3.14811
3960	-15723.5	-15707.6	-15.9065	0.0665168	0.102322	0.0930318	0.112454	0.0742726	0.0730464	0.112634	0.174727	0.125694	0.116261	0.0794744	0.0713502	0.105417	0.0915387	0.085807	0.131776	0.04566	0.0693769	0.0864336	0.127333	0.112624	0.0991174	0.138912	0.0268172	0.0249276	0.0381193	0.0252646	0.0614104	0.0220052	0.0187064	0.0203699	0.030155	0.037913	0.0226552	0.0448164	0.027663	0.0583008	0.0390895	0.071252	0.060466	0.0140763	0.0160489	0.053071	3.00891
3970	-15724.6	-15708.1	-16.4532	0.11783	0.107502	0.100645	0.0997311	0.0742726	0.0708908	0.115432	0.161296	0.0885165	0.115997	0.0773955	0.0855469	0.096084	0.069867	0.0823234	0.1323	0.0867063	0.087402	0.103635	0.123535	0.112624	0.0938326	0.147677	0.0400227	0.0213542	0.0296658	0.0192276	0.0463119	0.0237377	0.0288679	0.0364082	0.0325896	0.0315009	0.0247552	0.0381028	0.0198863	0.0534589	0.0446568	0.0615069	0.0621759	0.0140901	0.0217294	0.0624827	3.06357
3980	-15726.1	-15710.8	-15.3045	0.0888787	0.109521	0.0852413	0.107279	0.0665325	0.0669375	0.131098	0.153253	0.0998303	0.100468	0.0641548	0.0787967	0.09548	0.0755284	0.0647557	0.1323	0.0665	0.0725549	0.0786791	0.142214	0.11372	0.0801794	0.147417	0.0313191	0.0287978	0.0344332	0.0275173	0.0463119	0.0359256	0.0241767	0.0373168	0.0331964	0.021612	0.0317718	0.0332905	0.0199778	0.0502225	0.0429941	0.0712356	0.05207	0.028584	0.0105347	0.0660965	2.9487
3990	-15725.4	-15708.7	-16.708	0.0828816	0.128457	0.0971315	0.107095	0.0591217	0.0929633	0.114799	0.153253	0.113415	0.112048	0.0784816	0.0907955	0.0934109	0.0835928	0.0898105	0.120208	0.0804704	0.0833529	0.0688939	0.126852	0.117107	0.101661	0.151937	0.0389705	0.0310481	0.0185568	0.0288347	0.0338811	0.0430937	0.0244449	0.0322717	0.0362334	0.0333036	0.0367323	0.0441833	0.033375	0.0404788	0.0470352	0.0712356	0.0656805	0.0128122	0.0195785	0.0495685	3.08906
4000	-15722	-15705.5	-16.4458	0.0759292	0.123174	0.0815427	0.113507	0.0576971	0.0711125	0.119902	0.151444	0.113415	0.111594	0.0775093	0.0877272	0.0841492	0.0764478	0.101723	0.123987	0.0679059	0.0779091	0.0902618	0.148815	0.139365	0.0981128	0.139821	0.0264671	0.0413942	0.0369603	0.0288668	0.0405789	0.0169699	0.0220368	0.0407486	0.0252745	0.0376681	0.0193969	0.0349153	0.0198027	0.053059	0.0470352	0.0764481	0.074194	0.0175667	0.0206738	0.0497311	3.06284
4010	-15730	-15713.6	-16.4021	0.0759292	0.101328	0.107999	0.107921	0.081708	0.0755522	0.146999	0.146889	0.112691	0.107678	0.0672603	0.0800547	0.0935375	0.0762854	0.109767	0.140882	0.0649379	0.0580566	0.0938589	0.120639	0.121176	0.10576	0.139821	0.0312141	0.0429205	0.0222125	0.0281401	0.0346091	0.0201743	0.0461755	0.0491247	0.0219712	0.0349089	0.0268132	0.0454537	0.0148507	0.0338196	0.0509873	0.0798084	0.0512392	0.0173987	0.0139513	0.0559567	3.05846
4020	-15722.7	-15706.2	-16.5265	0.087191	0.116054	0.0901218	0.126472	0.0731864	0.0706455	0.13548	0.175842	0.112691	0.107678	0.0763231	0.0800547	0.0999563	0.0726576	0.0876797	0.11635	0.0552362	0.0943578	0.0898246	0.137729	0.104393	0.0838667	0.12243	0.0297034	0.0230464	0.0367637	0.0290608	0.0562011	0.018305	0.0272813	0.0327185	0.0299935	0.0425473	0.0288713	0.0346891	0.0316088	0.0402342	0.0498409	0.0684924	0.067153	0.0140679	0.0331437	0.0609615	3.0709
4030	-15725.2	-15708.6	-16.5395	0.0727035	0.111139	0.0912137	0.0970522	0.0825706	0.0786008	0.126557	0.191319	0.0971941	0.123478	0.0740422	0.061676	0.103422	0.0793679	0.0903594	0.132495	0.0581138	0.0743917	0.107932	0.140104	0.111044	0.0878437	0.152592	0.0284169	0.0300266	0.0329303	0.0399922	0.0369789	0.0141895	0.0181866	0.0402061	0.0292118	0.0367181	0.0300495	0.0396255	0.0277268	0.0455538	0.0480305	0.0671617	0.0628193	0.0115483	0.0257032	0.0619147	3.0722
4040	-15724.5	-15708.6	-15.8599	0.0875975	0.10542	0.0988421	0.110173	0.0819762	0.0786008	0.108798	0.18452	0.114574	0.111649	0.0705042	0.0897806	0.103422	0.0735209	0.073173	0.106494	0.0731576	0.0775117	0.0999515	0.113859	0.111044	0.0900567	0.134584	0.0342484	0.0302522	0.0448169	0.0202344	0.0364309	0.038279	0.0460413	0.0280173	0.0244424	0.0258917	0.0176762	0.0349947	0.0242937	0.0368822	0.0523146	0.0618544	0.0655443	0.0148474	0.0200127	0.0479654	3.00425
4050	-15729.9	-15713.7	-16.1523	0.0736868	0.132819	0.0929741	0.1043	0.0727137	0.0826523	0.132531	0.203462	0.0978166	0.112313	0.0830475	0.076838	0.0967866	0.0802895	0.0718215	0.136742	0.0498928	0.0721913	0.0788071	0.126442	0.104324	0.10142	0.134584	0.0417379	0.0339909	0.0283097	0.030526	0.0416412	0.0216212	0.0311301	0.0284335	0.033848	0.0277622	0.0457441	0.0488992	0.0261826	0.0466781	0.0354531	0.0639636	0.0538836	0.0148229	0.0121573	0.0482442	3.03348
