Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
200	-15735.4	-15718.5	-16.9364	0.0935414	0.102397	0.0799457	0.103446	0.077851	0.0833065	0.108997	0.146587	0.113217	0.127183	0.0654622	0.0756621	0.105152	0.0909599	0.0897297	0.111576	0.0580327	0.0961081	0.0980984	0.134631	0.136564	0.12233	0.144513	0.0392237	0.0258381	0.0169157	0.0327327	0.0364663	0.0377185	0.0113238	0.0406927	0.0388466	0.0460836	0.0414326	0.0388933	0.0213605	0.0294692	0.0478454	0.063137	0.0751516	0.0170101	0.0255148	0.0609518	3.1119
210	-15741.5	-15725.9	-15.5771	0.0734126	0.121453	0.0883372	0.0993739	0.0541215	0.0741814	0.133898	0.152914	0.119235	0.111922	0.0752642	0.0793684	0.088505	0.0892987	0.106479	0.142508	0.0614454	0.0692109	0.124896	0.107336	0.106792	0.10197	0.145392	0.0309537	0.0221399	0.0069469	0.0141984	0.0499089	0.0339928	0.00769442	0.0227414	0.0244631	0.0339071	0.0233807	0.0271339	0.0159075	0.0685885	0.0280084	0.0824166	0.055583	0.0176874	0.016411	0.066582	2.97596
220	-15727	-15711.4	-15.6628	0.0798912	0.0946026	0.100774	0.109805	0.0762241	0.0786939	0.10699	0.160404	0.118112	0.110747	0.0723637	0.0944979	0.113603	0.0780463	0.0820783	0.123837	0.0448431	0.0710199	0.0991303	0.141762	0.10083	0.1088	0.135334	0.0329426	0.0212971	0.0184034	0.0188603	0.0413625	0.0273058	0.0130007	0.0306539	0.0244882	0.0406909	0.0250569	0.0433935	0.0213942	0.0449499	0.0492842	0.0684858	0.0510879	0.0146142	0.0283648	0.0665018	2.98453
230	-15728.4	-15712.3	-16.1137	0.0805852	0.131764	0.077845	0.107368	0.0644849	0.0856292	0.106529	0.173937	0.102315	0.107853	0.0649705	0.073228	0.092442	0.0763817	0.085674	0.126757	0.0743637	0.0803776	0.0897645	0.115547	0.10924	0.1088	0.150932	0.0363438	0.0247259	0.0308068	0.0314547	0.035651	0.0323429	0.0158332	0.0277085	0.0293514	0.0329617	0.031739	0.0373667	0.0160372	0.0511013	0.0434991	0.0727201	0.0694897	0.0313897	0.0385363	0.0537762	3.02962
240	-15729	-15712.7	-16.3665	0.0666033	0.132932	0.0830645	0.10053	0.0836565	0.0838574	0.122623	0.145856	0.110049	0.112191	0.0749949	0.0655352	0.0839384	0.0791966	0.0943506	0.121338	0.0795639	0.0688332	0.0881041	0.123666	0.132259	0.0975514	0.143742	0.0317346	0.0280001	0.0248525	0.0283984	0.0389742	0.0331484	0.0107546	0.0260115	0.0354876	0.0439813	0.0281943	0.0313054	0.0281861	0.0541784	0.058938	0.0889051	0.0554483	0.0247569	0.0204707	0.0687435	3.05491
250	-15728.1	-15712.2	-15.9644	0.0955367	0.118121	0.0905628	0.103452	0.0681374	0.0867222	0.116439	0.15112	0.108248	0.0989667	0.0680519	0.0794197	0.100667	0.0693857	0.0909578	0.133486	0.0513724	0.0751883	0.0929109	0.140893	0.117733	0.0945346	0.150965	0.0367888	0.0163516	0.0134016	0.0232118	0.0556857	0.0236482	0.0222012	0.0272592	0.0259299	0.0410139	0.0253092	0.0396832	0.0307286	0.0382966	0.0539492	0.0814377	0.0585202	0.0196065	0.00722445	0.0715707	3.01469
260	-15723.4	-15706.7	-16.6971	0.0852946	0.105564	0.0959957	0.103452	0.0802456	0.0804138	0.109984	0.160704	0.119203	0.121119	0.0651024	0.0647264	0.102115	0.0847841	0.101409	0.119049	0.0639269	0.104203	0.0918102	0.140893	0.109703	0.103025	0.152177	0.0289769	0.0350943	0.0199125	0.0290316	0.0469087	0.0239877	0.0204518	0.0428397	0.0447498	0.0410575	0.0267659	0.035676	0.0257504	0.0480516	0.037619	0.0865449	0.0591017	0.00802544	0.0108195	0.0516972	3.08796
270	-15725	-15708.4	-16.6758	0.0757046	0.120343	0.0855601	0.114037	0.0871596	0.0942698	0.11894	0.158739	0.107466	0.125693	0.0772007	0.0751986	0.0902769	0.085923	0.0984662	0.119049	0.0738732	0.0971378	0.0953956	0.126465	0.104494	0.083587	0.165171	0.0326886	0.028532	0.0256868	0.0226141	0.0413878	0.0338116	0.0245182	0.0425145	0.0298758	0.0334593	0.0221478	0.0303753	0.0308353	0.0582256	0.0252339	0.0757512	0.0617761	0.00955814	0.022757	0.0539393	3.08584
280	-15724.1	-15707.3	-16.7276	0.0809479	0.114731	0.0909869	0.11211	0.0823185	0.0878333	0.104581	0.158739	0.124986	0.0983065	0.0721991	0.0902108	0.111158	0.0864643	0.0862029	0.131365	0.0642924	0.0853591	0.0757103	0.12957	0.130422	0.0985119	0.133673	0.0517409	0.0275447	0.0239072	0.0254154	0.0480216	0.0231235	0.0276498	0.0274649	0.0304563	0.0412765	0.0240957	0.0436624	0.0239808	0.0593124	0.0332271	0.0814713	0.062374	0.0169587	0.0250332	0.0436186	3.09101
290	-15737	-15721.2	-15.7528	0.0769172	0.103717	0.0735611	0.0982472	0.0815576	0.0923677	0.111915	0.175791	0.123099	0.108831	0.0982685	0.0692238	0.0831954	0.0635839	0.0778161	0.128385	0.0528273	0.104647	0.120432	0.112604	0.113382	0.0880385	0.139865	0.0282371	0.0369216	0.0194659	0.0281245	0.0305406	0.0220146	0.0382157	0.0232259	0.0225514	0.0286808	0.0304373	0.0359657	0.0255268	0.0327224	0.0456483	0.0696884	0.0803146	0.0252539	0.0126458	0.0590786	2.99353
300	-15734.6	-15717.6	-17.0708	0.103701	0.11594	0.102474	0.0973758	0.074961	0.0954903	0.121172	0.165377	0.102069	0.103317	0.0794845	0.0667289	0.0927301	0.0876119	0.0679433	0.128385	0.0649231	0.104647	0.110904	0.128472	0.111424	0.121156	0.159559	0.0290827	0.0185923	0.0292518	0.0313904	0.0504463	0.0295485	0.0287289	0.0219019	0.0405412	0.0489712	0.0320231	0.029392	0.0147295	0.0322387	0.0488944	0.0782023	0.058079	0.0260053	0.0132968	0.0581711	3.12533
310	-15731.9	-15715.9	-15.9618	0.0776779	0.122523	0.0808426	0.101513	0.0738444	0.0872724	0.108022	0.165609	0.0759982	0.102093	0.0622274	0.0792216	0.0880619	0.092756	0.0998208	0.147421	0.0616111	0.0932046	0.0812215	0.125615	0.10929	0.0933409	0.185986	0.034071	0.0288226	0.0176459	0.0273156	0.0535087	0.0244284	0.021361	0.020847	0.0324551	0.0586443	0.0192636	0.0420563	0.023417	0.0427236	0.0429186	0.0629803	0.0634167	0.0120379	0.0131734	0.0581711	3.01443
320	-15723.4	-15707.1	-16.2664	0.0831959	0.121159	0.100393	0.0946823	0.0932313	0.0768646	0.126683	0.160369	0.0927611	0.112071	0.0702711	0.0847579	0.0881984	0.0921468	0.0826402	0.109111	0.072544	0.089062	0.0998415	0.132247	0.117211	0.0889402	0.12895	0.0370462	0.0348485	0.0329387	0.0184031	0.0521586	0.0321274	0.0222827	0.0243767	0.0256506	0.0330639	0.0209923	0.0342786	0.0247764	0.0419973	0.0373298	0.077904	0.0859162	0.0185773	0.0228947	0.0500006	3.04489
330	-15724.3	-15708.2	-16.086	0.0865651	0.120963	0.0965893	0.0952728	0.0746946	0.0703535	0.115036	0.157171	0.118658	0.11681	0.0960305	0.0909201	0.0833443	0.0806007	0.0826402	0.126558	0.0634884	0.0651253	0.104054	0.141086	0.0967561	0.10968	0.120613	0.0305471	0.0280487	0.0282845	0.0380204	0.0540544	0.0350763	0.0205524	0.0317741	0.0222632	0.0306551	0.0208433	0.0393162	0.0134592	0.0568864	0.0310536	0.0848328	0.0635892	0.0196722	0.0175691	0.0473466	3.02686
340	-15723.6	-15707.8	-15.8583	0.0953865	0.103981	0.0799606	0.0984778	0.0632373	0.0679932	0.124763	0.157171	0.109921	0.0989094	0.0757742	0.0637809	0.0902954	0.0643275	0.0848193	0.117667	0.0634174	0.0972993	0.098129	0.137903	0.127886	0.0863734	0.152614	0.0413937	0.0370939	0.0270088	0.0239494	0.0520486	0.0293579	0.0258057	0.0226802	0.0339103	0.0350659	0.0155542	0.0292751	0.0219281	0.0543162	0.0333373	0.0738199	0.0735411	0.0263354	0.0229724	0.0646063	3.00409
350	-15716.2	-15700.1	-16.0189	0.0750297	0.108747	0.0935301	0.110323	0.0829876	0.0715533	0.110041	0.149776	0.110032	0.112313	0.0757742	0.0818357	0.0911329	0.0627206	0.0951893	0.114541	0.0672326	0.0842319	0.098129	0.112035	0.126507	0.104423	0.144971	0.035315	0.0232705	0.0293358	0.0249748	0.0595108	0.0238393	0.0155804	0.0214967	0.0337142	0.0386855	0.0304403	0.0436445	0.0266569	0.0527269	0.047231	0.0745024	0.0712391	0.0149575	0.0161111	0.0538524	3.02014
360	-15726.9	-15710.6	-16.277	0.0646288	0.0940422	0.0935301	0.111444	0.0720924	0.0981142	0.129179	0.135337	0.0897416	0.112313	0.0850795	0.0835219	0.101643	0.0812164	0.0921883	0.12492	0.0627504	0.0824498	0.105272	0.132565	0.138209	0.117445	0.136046	0.0262452	0.0281518	0.0324708	0.0186219	0.0461913	0.0175691	0.025301	0.0223192	0.0333045	0.0340621	0.0358574	0.0252204	0.0159485	0.0522808	0.0395991	0.0872397	0.0666275	0.023929	0.0206555	0.0506267	3.04595
370	-15727.7	-15711.8	-15.9791	0.0684612	0.108465	0.0904511	0.106564	0.0803373	0.0649062	0.135761	0.163702	0.110191	0.0984157	0.0822024	0.0990532	0.107401	0.0968346	0.0774341	0.128315	0.0467424	0.0873693	0.105288	0.122859	0.102158	0.0726047	0.141478	0.0391763	0.0255909	0.0362039	0.0239389	0.0340177	0.0145916	0.0187446	0.0352037	0.0248323	0.0379269	0.0343094	0.029948	0.0168934	0.0522808	0.0457284	0.0729123	0.0725139	0.0306805	0.0143661	0.0593106	3.01616
380	-15722.2	-15706.9	-15.2447	0.0745472	0.116455	0.0849567	0.112442	0.0786381	0.0829242	0.11	0.17148	0.102261	0.10992	0.0692597	0.0837139	0.106936	0.080173	0.0749493	0.124804	0.0482944	0.0763205	0.0954123	0.135822	0.102158	0.0992738	0.141478	0.0415142	0.0219682	0.0389446	0.0165333	0.0468356	0.0248906	0.016565	0.0296684	0.0157371	0.0327664	0.0187737	0.0424039	0.0110904	0.0419819	0.0355378	0.077515	0.0668585	0.0241092	0.00903317	0.0477755	2.94272
390	-15721.6	-15705.2	-16.3891	0.0692437	0.105923	0.100843	0.104036	0.0758549	0.0992087	0.11	0.172409	0.0993751	0.10042	0.0684556	0.0932554	0.0833226	0.0780415	0.0969608	0.122784	0.0465379	0.085194	0.107421	0.126846	0.123151	0.0964807	0.16407	0.0336384	0.0262852	0.0271312	0.0248533	0.0453794	0.0239362	0.0240733	0.0384442	0.0213594	0.0352196	0.0337524	0.0423825	0.0272857	0.0601025	0.0326756	0.0752978	0.0760279	0.0185078	0.00939523	0.0515796	3.05716
400	-15734.8	-15719.5	-15.327	0.0738328	0.110219	0.0948167	0.0799468	0.0844765	0.0727848	0.0850507	0.135671	0.114285	0.10422	0.0709823	0.0824239	0.0828648	0.0905434	0.0757895	0.151705	0.0754863	0.0716221	0.107421	0.121312	0.118136	0.089379	0.152913	0.0305087	0.031893	0.0321827	0.0242615	0.0418407	0.0283675	0.0188173	0.0187841	0.0481332	0.0286595	0.0187236	0.0531674	0.0193245	0.0412473	0.0414507	0.0685471	0.0662155	0.0222848	0.00950609	0.0611583	2.95096
410	-15739.9	-15724.1	-15.8252	0.0830184	0.0973897	0.106122	0.125625	0.0695955	0.0727848	0.104967	0.149078	0.0883294	0.119716	0.0707753	0.0858111	0.100251	0.0707639	0.0711566	0.128622	0.0493739	0.0805797	0.0854366	0.121826	0.120407	0.0928849	0.131059	0.0544627	0.0313401	0.0383793	0.0233312	0.042734	0.0280696	0.0334307	0.0296788	0.0347977	0.0504351	0.0271311	0.044043	0.0130271	0.0680254	0.0510771	0.0989823	0.044232	0.0166797	0.00210564	0.0432361	3.00077
420	-15725.4	-15709.5	-15.8155	0.0780312	0.102298	0.0761793	0.0983854	0.0804173	0.094078	0.117737	0.160779	0.119279	0.10174	0.0621926	0.0790679	0.10056	0.093074	0.101694	0.122952	0.0573782	0.0792363	0.0919057	0.142976	0.114025	0.0837039	0.131553	0.0300738	0.0278736	0.0368586	0.0159121	0.0526347	0.0176788	0.0391384	0.0321615	0.0240162	0.0365695	0.0240792	0.039892	0.0200253	0.0508945	0.0266091	0.0937753	0.0545368	0.0214224	0.0109481	0.0554577	2.9998
430	-15726.7	-15710.8	-15.9587	0.0825543	0.0896814	0.0802483	0.0983988	0.078357	0.0697153	0.129945	0.157512	0.0869225	0.101836	0.0758433	0.0770115	0.10229	0.078085	0.113597	0.139115	0.0654427	0.0792363	0.0873012	0.128553	0.132367	0.104991	0.166992	0.028178	0.0309907	0.0339041	0.0155095	0.0530496	0.0174811	0.0181451	0.0285745	0.0209157	0.0471741	0.0236142	0.0288643	0.0237491	0.0459184	0.0443496	0.0716947	0.0560924	0.015049	0.0259033	0.0589754	3.01413
440	-15735.3	-15718.1	-17.2357	0.0633024	0.095797	0.0830202	0.11955	0.0793886	0.0728542	0.103833	0.157512	0.113958	0.128961	0.0749285	0.0685978	0.103273	0.0812438	0.0885787	0.155749	0.0665209	0.0965652	0.112675	0.148864	0.111666	0.113587	0.140934	0.0296845	0.0558614	0.0285231	0.0281005	0.0427607	0.0303612	0.0277753	0.0271143	0.028987	0.0417106	0.030114	0.0412938	0.0165483	0.0440055	0.0492417	0.0854408	0.0589506	0.010977	0.0277476	0.0552619	3.14182
450	-15718	-15702	-16.0672	0.0953658	0.107409	0.0828705	0.0924601	0.0758341	0.0775937	0.145357	0.15187	0.114779	0.124739	0.0704167	0.0721394	0.106891	0.0770461	0.0903283	0.119964	0.0589869	0.0799006	0.0954638	0.128457	0.106718	0.0968796	0.132112	0.0332392	0.0368127	0.0222603	0.0300157	0.057125	0.018762	0.021396	0.052937	0.0247887	0.0320305	0.0277805	0.0263608	0.0208693	0.0402027	0.0402576	0.0707303	0.0597316	0.0234677	0.0304788	0.0521531	3.02498
460	-15725.3	-15709.6	-15.686	0.077138	0.0983534	0.100061	0.095575	0.0962227	0.0629706	0.118093	0.17913	0.0990272	0.106517	0.0814919	0.0815742	0.106891	0.075099	0.0849694	0.134518	0.0530053	0.0631924	0.0967385	0.128457	0.12338	0.0896031	0.132112	0.0473782	0.0187599	0.0195518	0.0278435	0.0518765	0.0168311	0.0216672	0.0283007	0.0256137	0.0376232	0.0215803	0.0537317	0.0109038	0.0373342	0.0472867	0.0794617	0.0477818	0.0148478	0.0332237	0.061142	2.98686
470	-15730.6	-15714.5	-16.1588	0.0678429	0.114214	0.0900839	0.0951292	0.0747579	0.0543144	0.135743	0.17583	0.111586	0.0938993	0.0827231	0.0815742	0.111446	0.0744835	0.087378	0.124119	0.0759974	0.0869482	0.104585	0.123772	0.116145	0.121435	0.139336	0.0333244	0.0389191	0.0236495	0.0367788	0.0497541	0.0351642	0.0298876	0.019463	0.0284227	0.035404	0.0233579	0.0197624	0.0234316	0.0396749	0.0344	0.0563668	0.0692288	0.013642	0.0373607	0.0428028	3.03414
480	-15733.5	-15717.6	-15.9529	0.0888219	0.119415	0.0981115	0.0889331	0.0761674	0.0830737	0.101781	0.135594	0.105632	0.115964	0.0928736	0.0894326	0.0808056	0.0921063	0.087378	0.141848	0.0585942	0.0630894	0.108102	0.125774	0.113545	0.117859	0.128194	0.0379808	0.031785	0.0233804	0.0198616	0.0583601	0.0188208	0.0227369	0.0236024	0.0191244	0.0400653	0.0494374	0.0124276	0.0195906	0.0454204	0.0335929	0.0779659	0.0655107	0.0193489	0.0270841	0.0543496	3.01354
