Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-13721.5	-13684.9	-36.6027	0.339317	0.248945	0.067466	0.460505	0.148523	0.0972621	0.564166	0.191958	0.165459	0.169706	0.233953	0.164584	0.222419	0.127981	0.101394	0.155578	0.175651	0.204123	0.113943	0.127704	0.178681	0.177663	0.0909081	0.119431	0.0998148	0.0830555	0.303307	0.00367699	0.00295147	0.171356	0.00347585	0.00545391	0.0728777	0.00746097	0.0261835	0.0461492	0.0991653	0.0405072	0.0111104	0.0640584	0.0223461	0.0562025	0.00355249	0.0044673	0.0708464	0.357841	0.0693388	0.0241272	0.459043	0.018803	0.00901924	0.135229	0.656292	3.19946	0.301724	0.36098	0.0857642	0.251532	5.43518
110	-13641	-13610.9	-30.1776	0.3217	0.222553	0.0628172	0.470161	0.156188	0.0600726	0.413278	0.159617	0.200079	0.116715	0.160037	0.153537	0.206137	0.126816	0.113269	0.074188	0.133205	0.219745	0.0706981	0.12272	0.0975415	0.151527	0.127531	0.123681	0.0556531	0.0601367	0.23167	0.00569886	0.0102419	0.14244	0.00278167	0.0055805	0.0500447	0.0123192	0.0235257	0.081341	0.129068	0.0264905	0.00263185	0.0665782	0.0197182	0.115047	0.0038499	0.00582436	0.0723696	0.352691	0.0620807	0.0262014	0.452437	0.0342199	0.00721976	0.121447	0.630508	3.24082	0.310312	0.371255	0.0882053	0.230228	4.79276
120	-13608.3	-13570.4	-37.9099	0.317534	0.255146	0.0804271	0.519591	0.260191	0.0719993	0.425817	0.191762	0.222347	0.161089	0.162952	0.20229	0.159651	0.146486	0.0990588	0.143809	0.185693	0.219745	0.125972	0.171207	0.0831846	0.175505	0.0762918	0.0950867	0.0824075	0.0716734	0.284789	0.00225226	0.00537386	0.141866	0.0091311	0.00307251	0.0797769	0.0195644	0.0103123	0.0650387	0.126601	0.0422493	0.00625902	0.0714891	0.0077773	0.291697	0.00404697	0.00533223	0.0685721	0.334185	0.0607455	0.0203989	0.476724	0.0393751	0.00682504	0.118186	0.624108	3.25088	0.310312	0.371255	0.0882053	0.230228	5.56601
130	-13555.5	-13522.5	-33.0792	0.317534	0.247306	0.0504088	0.503329	0.206723	0.0666666	0.432106	0.14401	0.19038	0.163339	0.115983	0.215194	0.161393	0.155211	0.0874036	0.11606	0.166821	0.219745	0.0857203	0.102519	0.118834	0.15359	0.102597	0.113045	0.0757662	0.047337	0.26871	0.00568817	0.0094173	0.128855	0.00944529	0.00327476	0.107221	0.0453267	0.00740312	0.0290078	0.0683342	0.024317	0.00499915	0.0646598	0.00898584	0.226446	0.00427335	0.0250848	0.0683766	0.333232	0.0711688	0.0162913	0.475364	0.0355674	0.00682504	0.118186	0.624108	3.25088	0.311032	0.364082	0.0991063	0.22578	5.08294
140	-13493.5	-13463.1	-30.4398	0.306248	0.235635	0.0572267	0.444013	0.150441	0.0555436	0.43178	0.128252	0.187336	0.157203	0.173023	0.133723	0.141185	0.129265	0.0921407	0.0944542	0.148585	0.185603	0.0650718	0.111227	0.114283	0.159437	0.116662	0.108139	0.100134	0.0179705	0.224148	0.004428	0.0281589	0.064998	0.0134291	0.00376096	0.0954789	0.0734293	0.0128291	0.0240123	0.0487885	0.0882198	0.0127512	0.0276796	0.0201242	0.220963	0.00716916	0.11035	0.0688215	0.3354	0.0716318	0.0126996	0.475648	0.0357988	0.00581578	0.109363	0.606147	3.27867	0.313964	0.367514	0.0906143	0.227908	4.81905
150	-13438	-13409.3	-28.7524	0.284883	0.207827	0.0661234	0.426157	0.152091	0.0634894	0.347652	0.167084	0.15556	0.172897	0.125994	0.149876	0.135876	0.160786	0.0940651	0.124209	0.164192	0.18041	0.0753296	0.130745	0.0861926	0.152717	0.0829781	0.0993147	0.0864155	0.022608	0.270513	0.000770128	0.0192365	0.05423	0.0334032	0.00196148	0.02834	0.0913144	0.0129912	0.0104171	0.00672713	0.0531377	0.0236437	0.0158864	0.00910092	0.221919	0.0161915	0.150048	0.055948	0.338408	0.0725623	0.0170486	0.479914	0.0361198	0.00414936	0.0927995	0.56952	3.33353	0.313964	0.367514	0.0906143	0.227908	4.65042
160	-13431.2	-13402.2	-29.0475	0.306165	0.234151	0.0633139	0.486205	0.233004	0.0669157	0.300174	0.167556	0.219438	0.160843	0.139776	0.191302	0.12287	0.12147	0.064184	0.116653	0.146523	0.185016	0.0794737	0.106517	0.116698	0.13563	0.0710908	0.102821	0.0632065	0.0305116	0.299908	0.000699504	0.0290765	0.0409827	0.0418552	0.00162957	0.0359866	0.0350759	0.0223424	0.00352829	0.0108139	0.0247311	0.0258167	0.0155507	0.00357251	0.201998	0.0135169	0.147392	0.0582571	0.309835	0.0755571	0.0190188	0.499721	0.0376106	0.0058087	0.109299	0.606012	3.27888	0.340934	0.353066	0.0870519	0.218948	4.67982
170	-13391.7	-13353.6	-38.0886	0.299208	0.221782	0.0561784	0.433857	0.202395	0.0926989	0.347255	0.149175	0.254741	0.24449	0.18501	0.174014	0.114156	0.190278	0.142039	0.122766	0.222211	0.257804	0.068212	0.151904	0.108907	0.211187	0.121289	0.0980734	0.0872414	0.0218877	0.38658	0.000295857	0.0368482	0.0371881	0.129025	0.00635495	0.0282412	0.073252	0.0326592	0.00623102	0.021341	0.0611491	0.018166	0.0145333	0.0186367	0.221222	0.0117608	0.200932	0.047894	0.281786	0.0736206	0.0148477	0.542312	0.0395389	0.00523129	0.103879	0.594471	3.29642	0.340934	0.353066	0.0870519	0.218948	5.58397
180	-13380	-13335.6	-44.372	0.309136	0.307808	0.0602124	0.572361	0.226333	0.0827263	0.456167	0.149328	0.21436	0.195191	0.17017	0.199602	0.109114	0.185543	0.111239	0.203491	0.242904	0.327687	0.0797448	0.133105	0.121066	0.267779	0.0974014	0.134039	0.0472787	0.109727	0.31313	0.000883301	0.0450282	0.0684666	0.162795	0.0140763	0.00583229	0.0661775	0.0760935	0.0379779	0.0166082	0.0593477	0.0344368	0.00434448	0.0194911	0.255789	0.0160829	0.211317	0.0374885	0.285062	0.0744764	0.0143574	0.548617	0.0399986	0.0060656	0.111618	0.610831	3.27149	0.340934	0.353066	0.0870519	0.218948	6.21226
190	-13381.9	-13333.2	-48.62	0.309136	0.327474	0.0385055	0.595006	0.210519	0.0863982	0.441435	0.163933	0.239646	0.237723	0.218908	0.256474	0.127554	0.232898	0.156804	0.157494	0.26157	0.327687	0.0983717	0.1635	0.0930623	0.229533	0.145949	0.125357	0.0232527	0.0820524	0.409918	0.00333933	0.0300406	0.0568938	0.195765	0.0202043	0.00720004	0.0707992	0.0753977	0.0927852	0.0314665	0.0599826	0.0239683	0.0115507	0.0225563	0.293268	0.0359467	0.15487	0.0528176	0.289001	0.0524256	0.00900677	0.556198	0.0405513	0.0060656	0.111618	0.610831	3.27149	0.340934	0.353066	0.0870519	0.218948	6.63706
200	-13361.5	-13309.6	-51.9026	0.305801	0.327496	0.0719342	0.65141	0.294847	0.104711	0.441595	0.193041	0.270598	0.237444	0.238941	0.236307	0.130293	0.207675	0.149147	0.162933	0.238435	0.304326	0.100028	0.139977	0.137231	0.229533	0.159296	0.111336	0.100913	0.17222	0.360946	0.00569925	0.0416028	0.0526014	0.18276	0.0364469	0.00357423	0.0656893	0.0833368	0.0204633	0.0098287	0.0483298	0.0129582	0.0043764	0.0122664	0.332862	0.0323787	0.247554	0.0482135	0.263809	0.0478556	0.0179862	0.586292	0.0358441	0.00577767	0.109015	0.605418	3.27979	0.340934	0.353066	0.0870519	0.218948	6.96534
210	-13356.9	-13307.8	-49.1581	0.306196	0.330735	0.13977	0.600254	0.178558	0.0809694	0.42931	0.177428	0.233316	0.225239	0.264777	0.192007	0.139971	0.255344	0.146135	0.210237	0.212996	0.324918	0.0998668	0.14912	0.115629	0.197869	0.161417	0.158823	0.0730958	0.0986512	0.345698	0.0020935	0.0159453	0.0656167	0.16038	0.05435	0.00220832	0.0542032	0.0546992	0.0379721	0.0323276	0.0545755	0.0233841	0.00388459	0.00595765	0.348971	0.0145283	0.217652	0.042157	0.269047	0.0789243	0.0173984	0.567131	0.0253415	0.0058114	0.109323	0.606064	3.2788	0.329682	0.359093	0.0885381	0.222686	6.69089
220	-13355.5	-13308.1	-47.4582	0.300424	0.330735	0.137982	0.571211	0.194675	0.109079	0.552025	0.15626	0.177347	0.196578	0.270549	0.207715	0.0940933	0.203842	0.12641	0.169824	0.249797	0.226589	0.106715	0.161037	0.136064	0.249272	0.113475	0.151329	0.0977333	0.0923622	0.328468	0.00287825	0.0189028	0.0192552	0.117706	0.047368	0.0042266	0.0571673	0.0488681	0.0363882	0.115381	0.0673379	0.0159131	0.0145786	0.0188863	0.326895	0.0087334	0.189264	0.0416846	0.259396	0.0756055	0.0150372	0.58322	0.0250575	0.00532975	0.104825	0.596514	3.29333	0.329682	0.359093	0.0885381	0.222686	6.52092
230	-13350.9	-13304.6	-46.2709	0.300424	0.330735	0.0971574	0.571211	0.243711	0.0627319	0.433297	0.199525	0.180865	0.151979	0.211624	0.223736	0.0968477	0.192936	0.160629	0.164506	0.261779	0.264524	0.05651	0.153344	0.144203	0.30012	0.0871711	0.146789	0.0644198	0.0963008	0.356142	0.00247961	0.0202549	0.0647342	0.148797	0.0405266	0.0112139	0.0848693	0.0875197	0.011896	0.0852835	0.0606997	0.0112277	0.0347658	0.0151401	0.326895	0.0111323	0.131967	0.0350808	0.259907	0.0742734	0.0221156	0.58437	0.0242527	0.00532975	0.104825	0.596514	3.29333	0.346246	0.355155	0.0849463	0.213652	6.4022
240	-13339.9	-13292.4	-47.4814	0.299758	0.249357	0.104996	0.641079	0.245677	0.0777861	0.488741	0.17605	0.192332	0.183851	0.233424	0.223736	0.139794	0.191639	0.115899	0.161767	0.252142	0.221815	0.0751703	0.137651	0.137729	0.217769	0.185365	0.133653	0.102282	0.090938	0.348765	0.00401878	0.0333861	0.0430996	0.135903	0.0440392	0.039047	0.10034	0.0520598	0.036314	0.0986131	0.0511689	0.0597187	0.0255198	0.0289218	0.264729	0.0150107	0.161954	0.0343245	0.260242	0.067704	0.0196032	0.571771	0.0463547	0.00527572	0.104307	0.595397	3.29502	0.356206	0.349744	0.0836522	0.210398	6.52325
250	-13344.4	-13296.2	-48.2298	0.319818	0.290561	0.0618046	0.560572	0.261475	0.0765744	0.42856	0.260781	0.222223	0.25817	0.235302	0.274869	0.160802	0.21659	0.196497	0.13786	0.185444	0.266125	0.102928	0.119137	0.161245	0.228834	0.0971598	0.109708	0.0795288	0.0875673	0.299518	0.00646358	0.0287304	0.0451046	0.101985	0.0274001	0.0354916	0.0990441	0.0758433	0.0387217	0.0683047	0.0233887	0.0303202	0.0930421	0.0123793	0.270483	0.00899327	0.252449	0.0346436	0.262661	0.0683333	0.0151808	0.577087	0.042094	0.00703991	0.119973	0.627631	3.24536	0.356206	0.349744	0.0836522	0.210398	6.59798
260	-13326.6	-13278.5	-48.0934	0.303322	0.270451	0.0711927	0.597416	0.229697	0.11615	0.497049	0.251509	0.173447	0.238088	0.235302	0.223391	0.141804	0.153498	0.147773	0.150652	0.207659	0.316784	0.124906	0.152361	0.105275	0.228834	0.15455	0.134124	0.0727058	0.0458138	0.223471	0.00901229	0.0200794	0.0635116	0.174416	0.0445558	0.0240308	0.0535514	0.050173	0.0348405	0.0773683	0.0502185	0.0351689	0.210092	0.0157935	0.345135	0.00659838	0.105975	0.0351126	0.292274	0.0648514	0.0245923	0.547681	0.0354889	0.00556862	0.107082	0.601339	3.28601	0.356206	0.349744	0.0836522	0.210398	6.58443
270	-13266.4	-13221	-45.4099	0.309308	0.328172	0.104338	0.387165	0.193697	0.0864686	0.48704	0.217603	0.174404	0.260446	0.249445	0.259337	0.139444	0.205665	0.122079	0.141234	0.229398	0.323691	0.106834	0.124273	0.0908985	0.193192	0.139939	0.116873	0.0767141	0.0734479	0.141364	0.0154974	0.0146216	0.0959269	0.128653	0.0439261	0.0408253	0.0528059	0.0477254	0.0636072	0.122231	0.0362591	0.0344976	0.112903	0.0322778	0.250355	0.0387772	0.211993	0.0349067	0.29056	0.056527	0.0232173	0.54447	0.0503186	0.00608072	0.111753	0.611109	3.27106	0.356206	0.349744	0.0836522	0.210398	6.31605
280	-13208.9	-13163.1	-45.7822	0.31431	0.264581	0.0760112	0.345168	0.222066	0.130854	0.533663	0.208535	0.215096	0.216878	0.214963	0.251969	0.138957	0.19651	0.135053	0.171878	0.18836	0.28802	0.140676	0.138582	0.10971	0.241387	0.168723	0.154495	0.0571518	0.119875	0.0667999	0.0511404	0.0318251	0.0543638	0.182542	0.0103321	0.054551	0.0508928	0.0654428	0.0948161	0.0680161	0.0365088	0.0757846	0.0519178	0.032369	0.214874	0.125596	0.156326	0.03816	0.247126	0.0617953	0.0253811	0.595215	0.0323228	0.00652768	0.115663	0.61907	3.25874	0.356206	0.349744	0.0836522	0.210398	6.35326
290	-13188.5	-13148.6	-39.9241	0.312788	0.298029	0.0608912	0.253281	0.16929	0.101927	0.394558	0.208535	0.246699	0.172425	0.268384	0.15059	0.120731	0.154065	0.114868	0.185161	0.154435	0.262819	0.0871577	0.154038	0.148141	0.22572	0.156093	0.102655	0.0739303	0.124871	0.0465473	0.212557	0.0543328	0.0414732	0.114198	0.0470668	0.0182493	0.0300289	0.0443	0.0410138	0.071309	0.0203583	0.0285879	0.115427	0.0277329	0.166966	0.177073	0.120934	0.037849	0.245112	0.0669412	0.0251743	0.590364	0.0345595	0.00638989	0.114473	0.616667	3.26247	0.358735	0.352228	0.0842462	0.20479	5.76745
300	-13182.3	-13141.7	-40.6109	0.302204	0.254686	0.0849792	0.288699	0.225839	0.0915384	0.392702	0.215822	0.19908	0.179518	0.206408	0.241439	0.126084	0.216536	0.101701	0.154066	0.158862	0.283918	0.109914	0.193949	0.118773	0.138313	0.163013	0.0951184	0.0902161	0.0738577	0.0343139	0.166482	0.0422521	0.0502014	0.155527	0.0474651	0.0116365	0.0182493	0.0623658	0.0445716	0.0917559	0.0357283	0.0215857	0.128578	0.0243461	0.158972	0.199322	0.137801	0.034674	0.292537	0.0629975	0.0230625	0.555002	0.0317269	0.00547579	0.106211	0.599486	3.28883	0.358735	0.352228	0.0842462	0.20479	5.83618
310	-13178.6	-13140.6	-37.9703	0.282883	0.263833	0.0470106	0.280496	0.229641	0.0896141	0.409624	0.193195	0.164322	0.17955	0.20713	0.17169	0.123962	0.165294	0.137398	0.107072	0.158534	0.306609	0.0885417	0.182356	0.118773	0.190167	0.134336	0.116845	0.0838925	0.0774155	0.0502533	0.0936008	0.055231	0.0790064	0.14434	0.00820211	0.00643054	0.0565054	0.0512472	0.0311325	0.0411232	0.0243837	0.0431501	0.0941706	0.0229496	0.171168	0.255496	0.116525	0.0343018	0.340641	0.0613026	0.0208039	0.500649	0.0423021	0.00400978	0.0912643	0.565905	3.33882	0.360139	0.353606	0.0744739	0.211781	5.57222
320	-13186.5	-13141.7	-44.7791	0.297053	0.265693	0.0575564	0.327276	0.219478	0.0778664	0.459419	0.226913	0.211591	0.187927	0.173325	0.255363	0.147056	0.228718	0.13515	0.129075	0.169533	0.214486	0.109565	0.167246	0.109521	0.198092	0.126725	0.133572	0.07237	0.0964204	0.0369218	0.142516	0.0806561	0.0458512	0.229766	0.0117085	0.0135295	0.0357527	0.0732974	0.0529882	0.0974693	0.0150178	0.0685956	0.0884242	0.0256347	0.223093	0.347307	0.164567	0.0337457	0.340953	0.0588792	0.0239966	0.506498	0.0359272	0.00505928	0.102204	0.59082	3.30192	0.360139	0.353606	0.0744739	0.211781	6.25303
330	-13199.7	-13144.3	-55.4148	0.297334	0.304763	0.0730037	0.396132	0.272974	0.104891	0.509735	0.223281	0.261887	0.295704	0.177239	0.260757	0.121434	0.191131	0.219503	0.179744	0.167716	0.246397	0.128448	0.194439	0.135986	0.267504	0.125405	0.178254	0.0398033	0.122952	0.0155538	0.221299	0.10428	0.0809055	0.260363	0.0171873	0.00752072	0.0780011	0.0740645	0.0846273	0.0775705	0.0254836	0.0731552	0.0930409	0.0376792	0.251356	0.438187	0.177236	0.031431	0.384181	0.0464187	0.0284889	0.471757	0.0377234	0.00508155	0.102423	0.591298	3.3012	0.359524	0.353003	0.0760531	0.21142	7.31659
340	-13188.6	-13134.4	-54.1493	0.296666	0.407319	0.0481158	0.409347	0.197261	0.111535	0.593013	0.228588	0.198202	0.237783	0.293209	0.259346	0.127463	0.235158	0.156677	0.171566	0.205813	0.327009	0.131892	0.203011	0.152243	0.265349	0.146463	0.172533	0.0254062	0.106042	0.0321257	0.254539	0.0715718	0.0613765	0.155103	0.0418244	0.0183609	0.0956518	0.0573016	0.0361752	0.0859712	0.032276	0.0857463	0.0698161	0.0223752	0.178772	0.314133	0.16659	0.0309899	0.338995	0.0502595	0.0310348	0.510791	0.037929	0.00502878	0.101904	0.590162	3.30291	0.359524	0.353003	0.0760531	0.21142	7.19006
350	-13179.8	-13123.3	-56.5536	0.288955	0.319748	0.0639282	0.402921	0.242633	0.141847	0.618185	0.270242	0.277313	0.234416	0.198909	0.232488	0.153031	0.24801	0.183093	0.147527	0.237468	0.285363	0.0855646	0.149468	0.18983	0.24087	0.190722	0.178928	0.0648926	0.082562	0.00944868	0.225898	0.0951317	0.141175	0.175223	0.0422006	0.0345677	0.0936265	0.0945331	0.0526568	0.111044	0.0388195	0.0669907	0.180628	0.00909728	0.246338	0.219152	0.154028	0.0307238	0.336084	0.0498279	0.0211485	0.515903	0.0463131	0.00444224	0.0959354	0.57678	3.32284	0.359524	0.353003	0.0760531	0.21142	7.43052
360	-13166.9	-13111.5	-55.3753	0.288955	0.449213	0.0411769	0.323977	0.267106	0.13303	0.468291	0.246824	0.232926	0.216538	0.30015	0.264788	0.151834	0.270485	0.169416	0.191655	0.20397	0.405907	0.138999	0.195728	0.126294	0.24087	0.18388	0.14444	0.0782335	0.0567706	0.0132944	0.260507	0.0717868	0.0663664	0.151569	0.0281412	0.105066	0.108376	0.0348572	0.0401758	0.0552285	0.0387438	0.0972501	0.116603	0.00772493	0.2552	0.276491	0.0828095	0.0304628	0.33323	0.0494047	0.0261851	0.51152	0.0491975	0.00444224	0.0959354	0.57678	3.32284	0.370481	0.346964	0.0747521	0.207803	7.31269
370	-13169.9	-13113.8	-56.0736	0.275027	0.321161	0.0381875	0.374497	0.295198	0.0751357	0.429361	0.250708	0.378102	0.225337	0.347847	0.275154	0.181507	0.207856	0.123868	0.199652	0.26999	0.361698	0.142334	0.194993	0.156599	0.238437	0.218595	0.186464	0.0710823	0.106147	0.0339505	0.259338	0.0536137	0.0661358	0.200228	0.0492868	0.0999332	0.0422313	0.0512717	0.0713712	0.0845537	0.0108364	0.0442416	0.15273	0.0104518	0.142152	0.252224	0.0881271	0.0293303	0.320841	0.047568	0.0119865	0.542905	0.0473686	0.00348864	0.0852694	0.551381	3.35986	0.358324	0.353664	0.0761956	0.211816	7.38259
