Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
17170	-15723.2	-15706.1	-17.1207	0.0911723	0.118368	0.101629	0.101839	0.0689857	0.106585	0.139769	0.148351	0.106057	0.116442	0.0758056	0.0782297	0.0911396	0.0786413	0.094108	0.154331	0.0751374	0.0984512	0.0990003	0.129363	0.11436	0.0926693	0.12933	0.0345747	0.051922	0.0345828	0.0254352	0.0367972	0.0724028	0.0166243	0.0732079	0.0620071	0.0209437	0.0336523	0.0178883	0.035045	0.012818	0.0268205	0.0279696	0.0581207	0.0346367	0.0244889	0.0206253	3.13033
17180	-15717.8	-15702.7	-15.1526	0.0839365	0.104823	0.0775778	0.107034	0.0764038	0.0760962	0.116305	0.151866	0.10857	0.11879	0.0740276	0.0782297	0.0885401	0.0608684	0.0836485	0.123216	0.0807446	0.0903163	0.0907839	0.102422	0.116429	0.108423	0.136888	0.0440948	0.0475309	0.0314482	0.0268229	0.0290286	0.056414	0.0177025	0.0625544	0.0479192	0.0269129	0.0380412	0.0100297	0.0262946	0.0242937	0.034044	0.020345	0.0379887	0.0406324	0.0292758	0.0261997	2.93351
17190	-15722.6	-15706.2	-16.3729	0.0845356	0.104112	0.0803097	0.11538	0.0780719	0.079521	0.117536	0.151866	0.109676	0.103167	0.0817755	0.0800913	0.0995749	0.0837844	0.0924302	0.123216	0.0736073	0.0757469	0.11813	0.137719	0.109672	0.087723	0.134611	0.0393767	0.0432404	0.0237802	0.0258603	0.024274	0.0637758	0.019457	0.0982585	0.0583161	0.0268424	0.0329242	0.0151129	0.0312016	0.00937962	0.043089	0.02654	0.0422882	0.0361774	0.0409609	0.0324375	3.05555
17200	-15727.1	-15711.2	-15.8647	0.0951173	0.0988714	0.0847498	0.102826	0.0592759	0.0870337	0.123699	0.171505	0.111115	0.103167	0.0825055	0.0764182	0.098208	0.0807664	0.108622	0.138045	0.0675048	0.0724784	0.0850376	0.122305	0.0979474	0.103041	0.133149	0.0380644	0.0442963	0.0262556	0.0256725	0.0244872	0.0591059	0.0310184	0.0654318	0.0645739	0.0281281	0.0480742	0.0304679	0.0385882	0.00569414	0.0207716	0.0288946	0.0323779	0.0453144	0.0256578	0.0184587	3.00472
17210	-15725.6	-15709.8	-15.7365	0.0917402	0.104486	0.0852295	0.116539	0.070405	0.0748664	0.139725	0.16304	0.119355	0.109636	0.0968436	0.0877095	0.098208	0.0714814	0.103574	0.139712	0.0473197	0.0686896	0.099902	0.133326	0.130243	0.0877686	0.133835	0.0334579	0.0396456	0.0282307	0.0237204	0.0202015	0.0625053	0.00790593	0.0691579	0.0576427	0.0241261	0.0323622	0.00841023	0.0327313	0.00840758	0.023321	0.0244478	0.0353151	0.0304169	0.0235086	0.0327564	2.99191
17220	-15735	-15718.8	-16.2333	0.100323	0.0988338	0.089604	0.116539	0.0921214	0.088172	0.115552	0.18993	0.118924	0.109636	0.0584921	0.0781827	0.0925378	0.0789231	0.0765737	0.139712	0.0499048	0.0781401	0.0858802	0.104262	0.107067	0.0877686	0.128333	0.0591881	0.0420122	0.0338253	0.021066	0.0319146	0.0838686	0.0236317	0.070953	0.0596142	0.0322219	0.0409809	0.0163981	0.0325971	0.00800699	0.0240652	0.0375436	0.0407588	0.0571732	0.0213077	0.0190429	3.04158
17230	-15728.8	-15712.9	-15.9424	0.0700832	0.0988338	0.100539	0.118671	0.0809585	0.0764041	0.115552	0.162404	0.11149	0.0911728	0.0690927	0.0950754	0.106157	0.0647935	0.0914003	0.13451	0.0560289	0.0672253	0.0976196	0.126202	0.132352	0.0974011	0.138346	0.0339773	0.0470284	0.0248568	0.0230439	0.0324205	0.0502583	0.010647	0.0607182	0.0815815	0.0398276	0.0328448	0.0205136	0.033221	0.00467988	0.0313882	0.0238735	0.0527642	0.045095	0.0326895	0.0287511	3.01249
17240	-15736.5	-15720.1	-16.4555	0.0774038	0.120888	0.100539	0.11048	0.0611561	0.079037	0.127322	0.148435	0.113093	0.116245	0.0683332	0.0878065	0.108186	0.0546487	0.10269	0.145142	0.0438193	0.0887162	0.0971468	0.133551	0.144987	0.0822553	0.137194	0.0420154	0.0530268	0.0208144	0.025215	0.03701	0.0623587	0.013841	0.0695606	0.0468867	0.0269352	0.0443324	0.0109246	0.0428369	0.00184935	0.0241859	0.0235256	0.048415	0.0604188	0.0305073	0.0300711	3.06381
17250	-15734.5	-15718.4	-16.0483	0.0878461	0.120888	0.0806004	0.110512	0.0782555	0.0567345	0.132999	0.155739	0.0960752	0.1268	0.0580719	0.0740072	0.0922801	0.0726712	0.125321	0.145886	0.0727264	0.0860008	0.0824621	0.133551	0.103152	0.0956289	0.127759	0.0412834	0.0522271	0.0279664	0.021488	0.0208438	0.0758525	0.0157982	0.0613868	0.0694861	0.0260806	0.0433864	0.0161858	0.0289847	0.00277882	0.034381	0.0294886	0.0322381	0.0483501	0.0277268	0.031187	3.02309
17260	-15720.7	-15704.9	-15.7778	0.0689669	0.123255	0.0933979	0.103063	0.0780198	0.0767012	0.129729	0.155739	0.0960752	0.102393	0.0704524	0.0877346	0.102392	0.0699353	0.0958094	0.128913	0.0663816	0.0736475	0.103421	0.109986	0.134149	0.0921192	0.137782	0.0508333	0.051166	0.0374331	0.0298336	0.0219647	0.0549439	0.0173676	0.0679653	0.0449789	0.0273491	0.0399566	0.0187684	0.0335282	0.0131785	0.0275976	0.0287618	0.0337785	0.0410083	0.0299128	0.0256495	2.99604
17270	-15724.6	-15708.1	-16.5338	0.0871801	0.101948	0.0898912	0.091657	0.0669129	0.0864788	0.12406	0.159633	0.128184	0.115559	0.0858967	0.069993	0.0913648	0.0807039	0.0964731	0.132498	0.0544569	0.0715794	0.0982733	0.127627	0.11843	0.10591	0.162616	0.0397283	0.0477506	0.0325394	0.0330514	0.0200444	0.0662339	0.0175955	0.0784388	0.0478603	0.0409696	0.0445492	0.0192357	0.0453113	0.00758337	0.0213042	0.0313489	0.040409	0.0426955	0.022055	0.0256038	3.07163
17280	-15730.7	-15713.9	-16.7521	0.0715879	0.12691	0.0816047	0.11494	0.0791983	0.0897499	0.141548	0.146498	0.128147	0.111431	0.0630524	0.0781581	0.0900995	0.0753603	0.0964731	0.144879	0.0850074	0.0877325	0.0855251	0.126849	0.0965694	0.109682	0.133044	0.0290947	0.0560849	0.0410591	0.03783	0.0209534	0.0512949	0.0129633	0.055088	0.0650882	0.0321123	0.0403864	0.0241523	0.0373763	0.0196005	0.0336728	0.0237263	0.0391618	0.0532741	0.0258115	0.0306844	3.09346
17290	-15730.9	-15714.3	-16.6111	0.100985	0.11704	0.0917884	0.0915563	0.0714947	0.0618951	0.109846	0.154847	0.108899	0.105008	0.0693545	0.0771517	0.106997	0.077116	0.0964731	0.105233	0.0838141	0.0777004	0.101421	0.122911	0.115942	0.102742	0.169546	0.0621071	0.0416477	0.0473349	0.0187473	0.0214391	0.0579516	0.0113519	0.0682626	0.0494033	0.0331317	0.0293922	0.0154829	0.03395	0.0340886	0.0373895	0.0212395	0.054894	0.0481876	0.0319192	0.0416827	3.07936
17300	-15726.8	-15710.5	-16.3529	0.0831964	0.117705	0.0790573	0.115162	0.0629008	0.087599	0.100481	0.161271	0.105543	0.141681	0.0765826	0.0721986	0.0857977	0.08247	0.0871875	0.143433	0.0555102	0.0784323	0.0880984	0.134667	0.125498	0.102153	0.111836	0.0439669	0.0524126	0.0333277	0.0328165	0.0218349	0.056379	0.0205521	0.0715781	0.0526864	0.0372571	0.0306296	0.0250015	0.0439378	0.0226325	0.0339245	0.0232619	0.0366798	0.0373132	0.0368547	0.042036	3.05354
17310	-15724.1	-15707.4	-16.6628	0.0922616	0.10624	0.0927963	0.097941	0.10342	0.0783084	0.139558	0.165693	0.110517	0.110557	0.0838911	0.0736668	0.0968061	0.0894088	0.0794802	0.124369	0.0502839	0.0812407	0.101065	0.134667	0.129382	0.0888839	0.130979	0.0425091	0.0432748	0.0337505	0.0200701	0.0345585	0.0821675	0.0238532	0.0541401	0.0504875	0.0316551	0.0473851	0.0117142	0.0274376	0.0311738	0.0287253	0.0214134	0.0494352	0.034837	0.0274784	0.0270517	3.08453
17320	-15744.9	-15727.9	-16.9587	0.0758658	0.12206	0.0965655	0.0955424	0.0699828	0.0594933	0.158871	0.172059	0.116545	0.104958	0.0486086	0.10192	0.108876	0.0705743	0.088981	0.121382	0.0730871	0.10153	0.120202	0.133593	0.129382	0.0990319	0.126245	0.0462872	0.0665148	0.0258108	0.032969	0.0255673	0.0535427	0.0139659	0.0701127	0.0661663	0.0249747	0.0692397	0.00668204	0.0387042	0.0200139	0.0245334	0.0159751	0.0442923	0.0354832	0.0198794	0.0180524	3.11412
17330	-15729.2	-15712.4	-16.8242	0.0784906	0.119595	0.100202	0.122417	0.086161	0.0797753	0.124563	0.163482	0.128415	0.113524	0.0824743	0.0761514	0.108876	0.103492	0.0980541	0.108103	0.0681918	0.0871446	0.100896	0.133593	0.0968842	0.0968626	0.119811	0.0319895	0.0492608	0.0254205	0.0343767	0.0264352	0.0642051	0.0142175	0.0652065	0.0552825	0.0264843	0.0577596	0.0215927	0.034298	0.00917429	0.0285889	0.0243375	0.048066	0.0465586	0.0256705	0.0145954	3.10068
17340	-15719.7	-15703.5	-16.129	0.076773	0.103452	0.0746897	0.0849279	0.0801584	0.0731221	0.124563	0.153278	0.126903	0.113524	0.0809558	0.0797102	0.109522	0.08072	0.0783316	0.123247	0.0660531	0.0876929	0.0866351	0.139642	0.126694	0.10325	0.133096	0.0445312	0.037929	0.0362422	0.0284608	0.0265257	0.0600824	0.025887	0.0724325	0.0564706	0.0313824	0.0335803	0.0157385	0.0448584	0.0128587	0.027674	0.0210881	0.0463996	0.0400203	0.022223	0.0398301	3.03115
17350	-15717.8	-15701.7	-16.1463	0.0799721	0.103452	0.0920411	0.102954	0.0888896	0.0639202	0.107232	0.182429	0.104649	0.121658	0.067627	0.0692669	0.111154	0.079706	0.103151	0.123247	0.0500103	0.0800764	0.0922595	0.139642	0.123047	0.0863717	0.133518	0.0398615	0.0456483	0.0273895	0.033726	0.0311003	0.0652763	0.0273531	0.0774187	0.0616488	0.0290966	0.0316652	0.0132086	0.0357067	0.0204738	0.0209449	0.014082	0.0505287	0.0357176	0.0338987	0.031868	3.03289
17360	-15719	-15702.5	-16.4635	0.0733447	0.103452	0.0848559	0.121347	0.0734939	0.0882695	0.123431	0.156849	0.124431	0.11949	0.0717171	0.0721029	0.113172	0.0917283	0.0971862	0.132775	0.0720616	0.0762912	0.0869681	0.112311	0.12667	0.109336	0.124124	0.0329292	0.0494197	0.0230107	0.025705	0.0304804	0.0680888	0.0325239	0.0619571	0.0676167	0.0245037	0.0355337	0.0151174	0.0317252	0.0289355	0.0289474	0.0164302	0.0504981	0.0345017	0.0257361	0.0255326	3.0646
17370	-15728.5	-15713.1	-15.4661	0.0648271	0.0932907	0.075264	0.0942288	0.0833903	0.0564389	0.127887	0.142527	0.108518	0.114012	0.0737444	0.0814061	0.0990168	0.0965252	0.101522	0.140616	0.0599264	0.0804577	0.0922566	0.119455	0.118927	0.105732	0.119574	0.0351604	0.0650377	0.036489	0.0263976	0.0296934	0.0582718	0.0228283	0.0588134	0.0481375	0.0335277	0.0405671	0.0279598	0.0482778	0.0141409	0.0187082	0.0346223	0.0399188	0.0329879	0.0218417	0.0219402	2.96487
17380	-15727.7	-15711.6	-16.1009	0.0952958	0.122937	0.104571	0.0942288	0.0841065	0.0664065	0.108826	0.165649	0.0989733	0.110443	0.0652634	0.0700218	0.103926	0.0900412	0.103526	0.107706	0.0599264	0.090528	0.0964786	0.131422	0.119152	0.0861997	0.161917	0.0328218	0.044534	0.0279646	0.023088	0.0241744	0.0512879	0.0296575	0.0711276	0.0727937	0.0190597	0.026151	0.0329558	0.0381944	0.0174479	0.0163762	0.0373554	0.0481877	0.0321757	0.0167803	0.0286657	3.02834
17390	-15721.2	-15704.8	-16.3809	0.0838972	0.112069	0.0900709	0.110812	0.0691719	0.0823708	0.115543	0.172324	0.0943171	0.124791	0.0893721	0.0910853	0.0920401	0.0900412	0.0732719	0.113876	0.0647144	0.101719	0.0968636	0.134687	0.113183	0.0906861	0.150035	0.0387086	0.0418154	0.0315111	0.0329077	0.0199529	0.0490684	0.021367	0.0857848	0.0686214	0.0300236	0.0291037	0.0182176	0.0396049	0.0232983	0.0206788	0.0212764	0.0513544	0.0378119	0.0170286	0.0212674	3.05634
17400	-15729.8	-15713.9	-15.9032	0.0878684	0.100799	0.0730549	0.102104	0.0820641	0.0705811	0.132795	0.168181	0.130112	0.107626	0.0535084	0.0853648	0.10299	0.0709451	0.0753866	0.125111	0.0721986	0.104696	0.0955756	0.124174	0.126737	0.0744062	0.168374	0.0369282	0.030117	0.025277	0.0228311	0.0304459	0.0523102	0.036893	0.0758769	0.0459263	0.0381232	0.0366889	0.00840965	0.0351496	0.0232768	0.0170893	0.0289376	0.0422711	0.0434357	0.0223435	0.0215941	3.00858
17410	-15719.7	-15704	-15.6917	0.0855704	0.120206	0.0903014	0.0970201	0.0660408	0.0728819	0.122988	0.168181	0.109623	0.103195	0.0868916	0.0734752	0.0904635	0.061736	0.088899	0.129538	0.0634895	0.0715789	0.0852541	0.114108	0.100762	0.0915892	0.146393	0.0389863	0.0371516	0.0242237	0.0249567	0.0273431	0.0729966	0.0222081	0.0762093	0.0578156	0.0383008	0.0343478	0.00693393	0.033109	0.0171598	0.034934	0.0320391	0.0551932	0.0391482	0.0415329	0.0326502	2.98742
17420	-15732.2	-15715.7	-16.4304	0.079439	0.112426	0.0824021	0.113282	0.0782018	0.0815585	0.149546	0.157872	0.111058	0.0986937	0.0794028	0.0825396	0.0925527	0.0562776	0.0841137	0.147998	0.0760052	0.0981654	0.0773625	0.135129	0.134525	0.0914736	0.125309	0.0282746	0.0547413	0.0163602	0.0322802	0.0284996	0.065528	0.0415915	0.0707126	0.0417436	0.0413379	0.0438739	0.0095678	0.0231665	0.0157178	0.0323493	0.0370794	0.0541417	0.029924	0.029821	0.0192514	3.06129
17430	-15730.8	-15713.7	-17.1056	0.0733159	0.0958865	0.107411	0.108949	0.0845884	0.0925694	0.139617	0.185968	0.0950473	0.0982916	0.0733524	0.0815174	0.101867	0.0870842	0.0985406	0.156255	0.0886473	0.0725144	0.103624	0.114995	0.127801	0.101077	0.128263	0.0298823	0.0472607	0.0238211	0.0183003	0.0351591	0.0549269	0.0177189	0.0713687	0.0594958	0.0360282	0.0285267	0.017001	0.0376827	0.0115608	0.0248815	0.0466668	0.0443185	0.0462358	0.0381445	0.0226498	3.12881
17440	-15723	-15707.4	-15.5188	0.0820294	0.115408	0.0811681	0.109698	0.0782071	0.0974849	0.146632	0.148482	0.0982699	0.0948148	0.0604697	0.0827706	0.101867	0.0732063	0.0767177	0.139081	0.0606483	0.0809019	0.085891	0.123989	0.127339	0.111919	0.123696	0.0399218	0.0426459	0.0278667	0.0171827	0.0258357	0.0557311	0.0217505	0.0633295	0.0352063	0.0380993	0.0431751	0.0156011	0.032104	0.0199099	0.0278438	0.0322673	0.0416652	0.0402662	0.027876	0.0211617	2.97013
17450	-15721.7	-15705.9	-15.8099	0.0713497	0.117022	0.0811681	0.0986629	0.0700854	0.066949	0.117205	0.150586	0.120162	0.108729	0.0669939	0.0873201	0.100551	0.0743113	0.0863373	0.121952	0.07397	0.0769458	0.105058	0.111369	0.127339	0.0990849	0.158273	0.0361552	0.0534798	0.0348767	0.0227759	0.0236189	0.0601151	0.0363096	0.0843666	0.0410782	0.0376709	0.0234763	0.00981061	0.0432486	0.0253936	0.0159199	0.0188151	0.0448693	0.0443301	0.0275679	0.0239387	2.99924
17460	-15726.9	-15711.6	-15.326	0.0667235	0.112927	0.0818028	0.102671	0.0721181	0.0737876	0.114596	0.154894	0.109292	0.115274	0.0805038	0.102309	0.0858653	0.0913493	0.0825245	0.0984621	0.0759172	0.0661611	0.102469	0.118823	0.110689	0.0902301	0.144979	0.0270082	0.0471851	0.0175511	0.012823	0.0159093	0.0601151	0.0290116	0.0706724	0.0628227	0.0327381	0.0445901	0.0235016	0.0261833	0.0186313	0.0220582	0.027467	0.0525618	0.0556161	0.0275679	0.0224697	2.95085
17470	-15730.1	-15714	-16.0235	0.0786388	0.126129	0.0826982	0.0942221	0.0816262	0.0737876	0.139704	0.169021	0.105343	0.0938496	0.0684682	0.0802295	0.0903666	0.0921143	0.0962511	0.134328	0.0803595	0.0683068	0.10226	0.119256	0.120176	0.0794453	0.139241	0.0319752	0.0701039	0.0179593	0.0111466	0.0230735	0.069353	0.024119	0.0652875	0.0494115	0.022995	0.0452637	0.0290498	0.0509796	0.0163432	0.0137673	0.0206352	0.0351907	0.0453216	0.0282542	0.034558	3.02061
17480	-15731.4	-15714.9	-16.4225	0.0995781	0.1135	0.0889601	0.0899538	0.0721366	0.0794597	0.114314	0.164833	0.126386	0.0950384	0.0664926	0.0634126	0.0929339	0.0701816	0.0968518	0.158574	0.0527754	0.099108	0.0842897	0.119783	0.131829	0.0915842	0.133355	0.0549215	0.0437744	0.0285003	0.0316964	0.0363693	0.0855766	0.0270613	0.0807894	0.0468856	0.0371772	0.0302767	0.0123698	0.0399364	0.0159221	0.0377523	0.0257031	0.0388521	0.0352075	0.0273051	0.0190946	3.0605
17490	-15727.1	-15710.7	-16.3626	0.0954215	0.0930728	0.108148	0.10191	0.0717652	0.0790521	0.114314	0.162389	0.111756	0.120469	0.0605723	0.0695274	0.110699	0.0777219	0.0811791	0.129283	0.0851202	0.0910241	0.0956381	0.131962	0.119728	0.0927535	0.152811	0.0290195	0.0372708	0.0273768	0.0373642	0.0401175	0.0563586	0.0244132	0.0746704	0.0665011	0.0382532	0.0273379	0.0150072	0.0363866	0.0155345	0.0119693	0.0346704	0.0378327	0.0336368	0.0335087	0.0209711	3.05452
17500	-15721.7	-15706.4	-15.2476	0.0800045	0.110895	0.0846209	0.0944032	0.0717652	0.0622715	0.133121	0.160446	0.110787	0.104002	0.0547188	0.0843038	0.0796459	0.0771485	0.0902779	0.135896	0.0538134	0.0749187	0.0951262	0.121623	0.119728	0.115564	0.145919	0.0292018	0.0419611	0.0373834	0.0375063	0.0191588	0.0516235	0.0277059	0.0613179	0.0650758	0.0259732	0.0357493	0.0126979	0.037047	0.0225315	0.0201057	0.0297206	0.0429819	0.0333006	0.022371	0.0286012	2.94301
17510	-15733.9	-15716.6	-17.2727	0.0822354	0.109301	0.0808784	0.115106	0.0808103	0.0854854	0.120985	0.16245	0.0932984	0.126874	0.0619577	0.0852101	0.0832182	0.0782726	0.101997	0.128246	0.0736287	0.0749187	0.111118	0.138342	0.114206	0.116398	0.140023	0.0341897	0.0464181	0.0409948	0.0276183	0.0441676	0.0525053	0.0344384	0.0831733	0.0567715	0.0470325	0.0415897	0.0140447	0.0171089	0.0270651	0.0322389	0.0379562	0.0432803	0.0453865	0.0324199	0.0221631	3.14552
17520	-15725.2	-15709.1	-16.0997	0.0863213	0.11801	0.0907256	0.107201	0.0757209	0.0857606	0.143243	0.16245	0.0957393	0.102447	0.0826797	0.075659	0.0842041	0.0800484	0.0933421	0.135803	0.0650948	0.0939935	0.0969162	0.117409	0.106124	0.108792	0.141871	0.0375335	0.0414295	0.03085	0.0247341	0.0311766	0.0543768	0.028064	0.0487724	0.0718572	0.0424788	0.0356298	0.0205602	0.0370693	0.0189863	0.0234126	0.0117335	0.0508739	0.0255192	0.0217313	0.0218757	3.02822
17530	-15735.3	-15719.2	-16.0963	0.105083	0.0922668	0.0960507	0.0831552	0.0834906	0.0689178	0.134846	0.143892	0.0957402	0.109391	0.0589527	0.0845963	0.110163	0.0693181	0.0783742	0.135803	0.0600091	0.0804416	0.111815	0.125192	0.120097	0.10686	0.178797	0.0412715	0.0435692	0.0238603	0.0167068	0.0239965	0.0687464	0.0303257	0.0712951	0.060752	0.0218116	0.0235657	0.0242364	0.0478165	0.0211967	0.0173914	0.0291756	0.0562487	0.0400846	0.0238603	0.00871706	3.02788
17540	-15720.4	-15704.7	-15.7035	0.0714306	0.117392	0.0960507	0.116461	0.0717805	0.0735166	0.121765	0.154977	0.105741	0.123139	0.0598551	0.0700491	0.104011	0.0797968	0.0852991	0.12068	0.065822	0.0834772	0.0772489	0.119074	0.135201	0.105929	0.129247	0.0411373	0.0396738	0.0340963	0.0284714	0.0282777	0.0557634	0.0164583	0.0659744	0.0632114	0.0421218	0.035452	0.00811562	0.0343139	0.0265019	0.0214649	0.0225102	0.044012	0.0499584	0.0311359	0.0120064	2.9886
17550	-15733.8	-15719	-14.7086	0.0801569	0.106694	0.0673871	0.10313	0.0916841	0.0704955	0.105906	0.152836	0.105741	0.0950047	0.0537196	0.0795074	0.0957509	0.0728351	0.0879211	0.139948	0.051483	0.0950498	0.0979513	0.110072	0.10901	0.107998	0.114605	0.0578504	0.0476544	0.0239433	0.0224339	0.026523	0.0473871	0.0151166	0.0843017	0.0331401	0.032046	0.038625	0.0158852	0.0367148	0.0239961	0.024044	0.0104024	0.0546839	0.0353855	0.0383364	0.0257553	2.88911
17560	-15724.5	-15709.1	-15.4257	0.072127	0.107339	0.0890628	0.105459	0.0770914	0.0736908	0.114592	0.148213	0.105741	0.121841	0.0717085	0.0787478	0.112315	0.0759188	0.0773436	0.148543	0.0764859	0.0668369	0.0981527	0.106599	0.120498	0.0922785	0.153976	0.037832	0.0427456	0.02196	0.0169397	0.0252624	0.0655787	0.0261821	0.0771098	0.0420797	0.0308993	0.0470948	0.0165904	0.0276418	0.00774226	0.0222625	0.0313164	0.0532508	0.0363538	0.0165113	0.0209131	2.96083
17570	-15732.3	-15715.3	-16.9949	0.0753685	0.119964	0.0905232	0.0836046	0.0866507	0.0877037	0.111678	0.150087	0.119841	0.106679	0.0916394	0.0996398	0.0937632	0.0774964	0.0871817	0.146205	0.0630067	0.0749189	0.101062	0.135243	0.127084	0.108207	0.125207	0.0427584	0.0406082	0.0158787	0.0385408	0.0325495	0.0474749	0.0295742	0.0935578	0.0520629	0.0343262	0.0382509	0.0216838	0.0413832	0.0256765	0.0279397	0.0132846	0.0490928	0.0544499	0.0159015	0.0399958	3.11774
17580	-15734.2	-15718	-16.1096	0.0934105	0.119964	0.0823585	0.107925	0.0635662	0.0664719	0.128887	0.145294	0.110426	0.0970856	0.0719721	0.0900986	0.102723	0.0878188	0.105272	0.114539	0.0928087	0.0885961	0.0982134	0.109581	0.121303	0.0865241	0.133318	0.0514779	0.0432857	0.017871	0.023585	0.0327117	0.0659996	0.0196291	0.0581933	0.0813985	0.0207559	0.048507	0.0106199	0.0400765	0.0320079	0.0177456	0.00706417	0.0430467	0.0379166	0.0217362	0.0374278	3.02921
17590	-15720.3	-15704.6	-15.6739	0.0795239	0.106385	0.0864262	0.099509	0.0899892	0.0785015	0.119809	0.142322	0.114445	0.12429	0.0807255	0.0877567	0.0941236	0.0739693	0.100935	0.132232	0.0409773	0.0679466	0.0899622	0.123654	0.128398	0.10508	0.138833	0.0331943	0.0415137	0.0308707	0.0164826	0.0352741	0.0611258	0.0314007	0.0657889	0.0572611	0.0278794	0.0373149	0.0111726	0.0249026	0.0223782	0.0235013	0.0283107	0.0426258	0.0511932	0.0161189	0.021541	2.98564
17600	-15718.7	-15702.4	-16.3155	0.077858	0.129892	0.0864262	0.109011	0.0777137	0.0884561	0.114236	0.180637	0.0977839	0.109052	0.0765904	0.0850204	0.0937426	0.0965737	0.0918048	0.113359	0.0623283	0.0639731	0.0813142	0.133185	0.115891	0.0864519	0.138833	0.0416109	0.0415421	0.0409712	0.0297667	0.0315746	0.0624418	0.013889	0.0688208	0.0609505	0.0412465	0.0399941	0.0125799	0.0384169	0.0161349	0.0269091	0.0317952	0.0418378	0.0433124	0.0274328	0.0284412	3.0498
17610	-15722.7	-15706.9	-15.7945	0.0886953	0.0925023	0.0908581	0.0861609	0.0841361	0.0752308	0.126731	0.164652	0.111174	0.126949	0.0603939	0.0976133	0.0853387	0.0794025	0.0895792	0.120887	0.0713575	0.0780117	0.0985547	0.117741	0.120571	0.104519	0.151914	0.0379252	0.0455577	0.0260861	0.0190782	0.0370816	0.0627303	0.0125708	0.0889566	0.0601795	0.0282294	0.0260885	0.0123088	0.0318407	0.016542	0.0281718	0.0159646	0.0410761	0.0378693	0.0143231	0.0321508	2.99771
17620	-15729	-15712.8	-16.2006	0.0740688	0.0944179	0.075531	0.100139	0.0813138	0.0831421	0.112252	0.145153	0.119774	0.107992	0.0809367	0.0978124	0.091858	0.0810655	0.0866919	0.123098	0.0642265	0.0885922	0.107454	0.140123	0.110517	0.0938251	0.144399	0.0301536	0.0367199	0.0284289	0.0109118	0.0270216	0.0627303	0.016006	0.0807248	0.0710125	0.0487444	0.0385717	0.0180937	0.0355379	0.0226147	0.0162761	0.0298321	0.0664878	0.0403611	0.0401657	0.0135393	3.03832
17630	-15722.9	-15707.5	-15.4218	0.0710459	0.0971653	0.106838	0.0855228	0.0754131	0.0714994	0.137945	0.163754	0.100439	0.109116	0.0577091	0.0597221	0.0987896	0.0810655	0.102376	0.145248	0.0678993	0.0738059	0.0941507	0.131391	0.123429	0.0918566	0.144399	0.0422647	0.0437779	0.0291608	0.022967	0.0222968	0.0669989	0.0119505	0.0522591	0.0573875	0.0330355	0.037261	0.0230176	0.0340206	0.010934	0.0189043	0.0236281	0.0371063	0.0382939	0.032092	0.0324941	2.96043
17640	-15720	-15703.4	-16.5787	0.0797106	0.126027	0.105579	0.0778779	0.0720742	0.0814696	0.123439	0.177901	0.107347	0.113992	0.0859551	0.0767967	0.0987896	0.0819884	0.0970442	0.12801	0.0532638	0.0763789	0.0799176	0.126009	0.132638	0.0994305	0.139889	0.0321573	0.050737	0.0349917	0.018285	0.0273454	0.056723	0.0211299	0.077505	0.0580277	0.0350846	0.0417415	0.0112796	0.0368119	0.0321758	0.0271554	0.035569	0.0456078	0.0390119	0.0255992	0.0276579	3.07612
17650	-15720.6	-15704.8	-15.8298	0.063907	0.112611	0.0982915	0.0974532	0.0710794	0.0724863	0.116266	0.142854	0.0961571	0.113561	0.0789753	0.0833939	0.0915158	0.0774591	0.107016	0.133847	0.0523604	0.0848873	0.102574	0.150073	0.127438	0.110221	0.122525	0.0307916	0.049001	0.0269818	0.0233671	0.0383019	0.0525873	0.0110587	0.0845818	0.0558583	0.028603	0.0375886	0.0189921	0.0318117	0.0211138	0.0217846	0.0248389	0.0354908	0.0462888	0.0283966	0.0268437	3.00124
17660	-15725.4	-15709.1	-16.2219	0.0768276	0.112611	0.101584	0.106141	0.0692536	0.0671386	0.12504	0.163708	0.110338	0.110974	0.0739262	0.075894	0.0915158	0.0793204	0.0913539	0.133847	0.0567786	0.0717741	0.0772826	0.128327	0.127815	0.0852282	0.139117	0.0380163	0.0517602	0.0402221	0.025292	0.0275031	0.0629496	0.0232044	0.0605685	0.0488666	0.0186062	0.0368074	0.0227717	0.0398297	0.0316768	0.0162189	0.0539874	0.0476756	0.0442632	0.0471201	0.0273089	3.04045
