Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
11810	-15719.4	-15702.9	-16.4938	0.0831676	0.103284	0.0984744	0.106372	0.0721512	0.0838331	0.112549	0.145535	0.106258	0.11014	0.0633166	0.0817242	0.084519	0.078796	0.102988	0.129405	0.0584381	0.080081	0.103586	0.12729	0.130929	0.0929429	0.149321	0.0453588	0.0448751	0.0229725	0.0153147	0.0238041	0.0625577	0.0317991	0.0885381	0.0673638	0.0220471	0.0485949	0.0237208	0.0276619	0.0250182	0.0321833	0.0288547	0.0483587	0.0422247	0.0224847	0.0387965	3.06763
11820	-15723.8	-15706.6	-17.1366	0.0934739	0.124762	0.0795039	0.106388	0.0821455	0.0703202	0.124915	0.168253	0.12443	0.113862	0.0612095	0.0843454	0.0956361	0.0885527	0.0825844	0.123402	0.0599483	0.0844816	0.0877134	0.137185	0.130929	0.106121	0.139171	0.0368796	0.0398854	0.0162499	0.0271772	0.0238439	0.0697601	0.026123	0.0878701	0.0558873	0.0446278	0.0423686	0.0172638	0.0436806	0.0120416	0.026105	0.0343013	0.0515792	0.0468099	0.030396	0.0297355	3.13192
11830	-15722.3	-15705.8	-16.5511	0.0863772	0.103022	0.0739544	0.0930173	0.0789579	0.0847651	0.134554	0.178793	0.112145	0.114899	0.0777964	0.0843454	0.0978791	0.0778939	0.0877956	0.1297	0.0646516	0.0750223	0.0889928	0.137932	0.119002	0.106121	0.164637	0.0501723	0.0679145	0.012999	0.0206571	0.0294445	0.0693609	0.0232978	0.0750696	0.059147	0.0335135	0.0402518	0.0152188	0.0295317	0.00823533	0.0269803	0.0154412	0.0436092	0.033702	0.0189284	0.027635	3.07337
11840	-15723.1	-15706.7	-16.3504	0.0718774	0.10099	0.0887913	0.116036	0.0792152	0.0673986	0.136607	0.151153	0.117352	0.124793	0.0795413	0.0817558	0.101471	0.103124	0.0886602	0.134639	0.0627767	0.0752405	0.0917333	0.137576	0.111652	0.106738	0.170961	0.0368985	0.0482604	0.0160472	0.0131457	0.026712	0.0565488	0.0336381	0.0789163	0.0511577	0.0286757	0.0392605	0.00938579	0.0254087	0.0164772	0.0240269	0.0193105	0.0356711	0.0410813	0.0314923	0.0210977	3.05329
11850	-15730.7	-15714	-16.7292	0.0810375	0.138159	0.0774043	0.119009	0.0672281	0.0906195	0.129764	0.163461	0.127414	0.121658	0.0784431	0.0963091	0.0909596	0.0881118	0.0745482	0.134012	0.0671412	0.0644558	0.101995	0.119039	0.11563	0.0810242	0.151902	0.037624	0.0632281	0.0306611	0.0209651	0.0271201	0.0450885	0.0196042	0.0941619	0.037352	0.0414997	0.0445726	0.0151242	0.0312752	0.0233925	0.0207284	0.0233176	0.045604	0.0438064	0.0165456	0.0301804	3.09118
11860	-15727.1	-15711.4	-15.7431	0.0630422	0.10212	0.0805959	0.131312	0.0709707	0.0747621	0.114821	0.163461	0.0941278	0.116705	0.0641578	0.0923412	0.0884976	0.0692611	0.0960801	0.127739	0.0430816	0.0747475	0.091679	0.113264	0.132992	0.10889	0.142296	0.0300233	0.0394352	0.0305775	0.0198375	0.0278335	0.0535517	0.024944	0.0766871	0.0771587	0.0337174	0.0387506	0.0157823	0.0437976	0.0296019	0.0264705	0.0223628	0.0433705	0.0517087	0.0230018	0.027005	2.99256
11870	-15727.1	-15710.9	-16.1773	0.0754922	0.0903068	0.108711	0.107776	0.0804701	0.0744247	0.110573	0.163461	0.100845	0.0916461	0.0647565	0.0889432	0.117619	0.080577	0.0810845	0.109553	0.0644109	0.0795817	0.0831019	0.136515	0.124977	0.0928593	0.125164	0.0485189	0.0566544	0.0223154	0.0281426	0.033168	0.0643571	0.0418838	0.0718665	0.0749358	0.026682	0.0382995	0.026665	0.035879	0.0168979	0.0130228	0.0291073	0.0506826	0.0420518	0.0316439	0.0303603	3.03598
11880	-15720.8	-15705	-15.7776	0.0784515	0.106702	0.0941338	0.0982359	0.0895753	0.0889622	0.115692	0.153869	0.0953465	0.0998188	0.0682348	0.0889432	0.102994	0.0717701	0.0963044	0.109929	0.0660682	0.0835784	0.10158	0.113766	0.13221	0.0965204	0.133736	0.0515965	0.0542587	0.0191667	0.0225423	0.0210936	0.0594208	0.0204562	0.0746582	0.0443497	0.035738	0.0442407	0.0136794	0.0270214	0.0103087	0.0393281	0.0348129	0.0488728	0.0442131	0.0221054	0.021727	2.99601
11890	-15722.5	-15706.7	-15.7588	0.0646601	0.111545	0.0868386	0.0813586	0.0842762	0.0893013	0.127444	0.179216	0.126281	0.107543	0.0788299	0.068359	0.103223	0.0646962	0.0736864	0.122415	0.0607924	0.0833088	0.0990666	0.12605	0.113858	0.0925174	0.126369	0.0346266	0.0557866	0.0256886	0.0267698	0.0228102	0.0595295	0.0319313	0.0657078	0.0366496	0.0425459	0.0304374	0.0171046	0.039034	0.0142353	0.0283896	0.0335063	0.0466054	0.0461887	0.0336056	0.0313465	2.99414
11900	-15725.9	-15710	-15.9523	0.0638029	0.120985	0.0794164	0.110704	0.0686352	0.0887391	0.127444	0.176076	0.10769	0.115254	0.0854137	0.0844929	0.086878	0.0728708	0.0925929	0.122415	0.0700221	0.0586299	0.0929166	0.136733	0.113858	0.0783633	0.126369	0.026807	0.0535458	0.0335221	0.0269525	0.0251177	0.0578707	0.0274645	0.0727457	0.0779503	0.0262723	0.0309389	0.0159807	0.0397236	0.0181838	0.0228193	0.0224517	0.0490218	0.0531012	0.0367823	0.0159279	3.01348
11910	-15725.9	-15710	-15.9427	0.0957288	0.106774	0.0774434	0.086902	0.0686352	0.0725244	0.1002	0.173504	0.10769	0.108681	0.0755672	0.0801619	0.100723	0.0788648	0.0814779	0.138396	0.0704537	0.0904777	0.0929166	0.103831	0.116187	0.0986917	0.122385	0.0315827	0.0448065	0.028439	0.013408	0.0288745	0.0866933	0.034222	0.0718921	0.0559074	0.0302305	0.042187	0.020162	0.0390448	0.0110277	0.0183636	0.0245723	0.063903	0.0536685	0.0229428	0.042377	3.01252
11920	-15722.7	-15706.7	-16.0272	0.0819471	0.124218	0.110956	0.0992816	0.0793746	0.0679479	0.105711	0.178049	0.115936	0.121673	0.0517716	0.0909875	0.102506	0.0870811	0.104475	0.114907	0.0603157	0.0835231	0.0929166	0.11824	0.0959378	0.0903883	0.135555	0.0415752	0.0448065	0.0211839	0.0160988	0.0285422	0.0645482	0.0277795	0.0697083	0.0536775	0.0339974	0.0355919	0.0173248	0.0310571	0.0228246	0.0247962	0.0363573	0.0387572	0.0412625	0.0228516	0.0345381	3.02098
11930	-15724.9	-15709.3	-15.589	0.0829565	0.11584	0.0930961	0.113116	0.0727291	0.0854898	0.127749	0.141864	0.100087	0.110992	0.0724987	0.0898645	0.101141	0.0950722	0.0884479	0.122017	0.0603157	0.062981	0.0910945	0.124759	0.127183	0.0933691	0.158392	0.0201095	0.0468158	0.027879	0.0172211	0.0334845	0.0500241	0.0263781	0.0565978	0.0667015	0.0290219	0.0404612	0.0282883	0.0337061	0.019884	0.0185864	0.016564	0.048066	0.0358573	0.0179911	0.0124623	2.97715
11940	-15725	-15708.1	-16.9125	0.0824154	0.125836	0.09657	0.0899066	0.0983605	0.0859651	0.115615	0.153283	0.110541	0.109479	0.0636965	0.0788172	0.103689	0.0865619	0.0884479	0.120713	0.0700306	0.0961026	0.0840219	0.114946	0.127448	0.113392	0.144085	0.032516	0.0541368	0.0274813	0.0271351	0.036818	0.0549991	0.039685	0.0667255	0.0730869	0.0466261	0.0370138	0.0102404	0.0349208	0.0151979	0.0205258	0.0292677	0.0548297	0.0409912	0.0254792	0.021907	3.10951
11950	-15723	-15707.3	-15.7121	0.0829228	0.0957075	0.0776526	0.106011	0.0654638	0.0948046	0.108657	0.16702	0.0968019	0.101308	0.0683426	0.0752229	0.0812369	0.0877864	0.113458	0.131456	0.0663876	0.0794773	0.0966765	0.113154	0.124674	0.0996686	0.155744	0.0355915	0.0480058	0.0225763	0.0232568	0.0331523	0.0439248	0.02367	0.0728192	0.0597053	0.0235068	0.0308663	0.0176503	0.0361127	0.0187044	0.0249468	0.0224603	0.0398808	0.055948	0.0295302	0.0375252	2.98947
11960	-15729.5	-15714.9	-14.5578	0.0848631	0.104495	0.0998146	0.0918329	0.0531998	0.0808041	0.111354	0.143168	0.0908567	0.101308	0.0725812	0.0713823	0.112995	0.0792656	0.0937289	0.121751	0.0574012	0.0731626	0.074795	0.131993	0.127285	0.0987008	0.123369	0.0376463	0.0382876	0.0171114	0.0232773	0.0380741	0.0523809	0.0304472	0.0695743	0.0528527	0.0246105	0.0356882	0.0205994	0.0243426	0.0242868	0.0381552	0.0234774	0.0346086	0.0364028	0.0344768	0.0176292	2.87404
11970	-15732.1	-15716.5	-15.598	0.0744682	0.0832737	0.0891779	0.108051	0.0851139	0.0884929	0.128093	0.127677	0.104538	0.118541	0.065124	0.0777257	0.0787232	0.0907793	0.0781403	0.116738	0.0443418	0.0917798	0.100211	0.131993	0.144313	0.0987008	0.133667	0.0457856	0.0436166	0.0200668	0.0300984	0.0341073	0.0593232	0.0241997	0.0722169	0.0331491	0.02885	0.0326436	0.0244358	0.0359278	0.0152114	0.0313216	0.0377341	0.0524566	0.0447572	0.0233602	0.0291314	2.97806
11980	-15732.1	-15716.4	-15.7634	0.0760883	0.108069	0.0918444	0.113316	0.0828115	0.0770806	0.113719	0.164901	0.104538	0.116015	0.0504102	0.0748713	0.113883	0.0657965	0.0980328	0.153791	0.0568178	0.0749965	0.0888736	0.119238	0.104865	0.0777307	0.143008	0.0407761	0.0378351	0.0151622	0.0216402	0.0255954	0.0444899	0.0380535	0.0893769	0.0527349	0.0204357	0.0338967	0.029666	0.0372674	0.00915497	0.029666	0.0226166	0.0449927	0.0683622	0.0413732	0.0208022	2.9946
11990	-15718.9	-15702.5	-16.474	0.084094	0.122634	0.095428	0.111963	0.0737421	0.0667268	0.121532	0.160628	0.110194	0.114991	0.0614612	0.0683258	0.0834372	0.072841	0.103411	0.135645	0.0757737	0.0779584	0.101194	0.137307	0.119507	0.0997621	0.129392	0.0407761	0.0499048	0.0262344	0.025339	0.0275932	0.0738707	0.0256974	0.0893769	0.0669445	0.0305725	0.0386066	0.0147914	0.0243897	0.0152225	0.0307911	0.0144705	0.0538755	0.0388485	0.0246581	0.0257463	3.06566
12000	-15725.7	-15710.1	-15.6301	0.0876966	0.121295	0.094092	0.0942861	0.0714388	0.069067	0.103632	0.159318	0.114077	0.115867	0.0712229	0.0683258	0.105937	0.072841	0.109226	0.11509	0.0596887	0.073828	0.0851845	0.100748	0.142646	0.0861124	0.137707	0.0369065	0.0589236	0.0331001	0.0282667	0.0194439	0.0470409	0.0182514	0.0749202	0.073818	0.0299942	0.0315737	0.0261828	0.032269	0.0163736	0.0342303	0.0283787	0.0379931	0.0448581	0.0290196	0.0203912	2.98126
12010	-15722	-15707.2	-14.8225	0.0721922	0.113091	0.0807667	0.0932751	0.0798876	0.0718942	0.10456	0.158088	0.105832	0.118144	0.0630302	0.0721775	0.0946244	0.0713679	0.0978017	0.133431	0.0554832	0.0827381	0.0800626	0.134522	0.108621	0.087275	0.136422	0.0311367	0.0315946	0.0116168	0.0277269	0.0201269	0.0561145	0.0300461	0.0602105	0.0828672	0.0230565	0.044041	0.022063	0.0391201	0.0151334	0.024485	0.0219453	0.0523179	0.0412716	0.0272176	0.0231298	2.90051
12020	-15734.7	-15718.1	-16.6313	0.0869322	0.113423	0.0904153	0.107251	0.0727155	0.0850413	0.136705	0.170157	0.130584	0.110321	0.0577072	0.0858693	0.0728402	0.0965246	0.0776379	0.122597	0.0554101	0.0849219	0.12423	0.130461	0.107397	0.107314	0.116093	0.0415476	0.0563232	0.0207292	0.0312361	0.0268436	0.0628148	0.0243499	0.0840935	0.071896	0.0107584	0.030421	0.029953	0.0373077	0.0280214	0.0128438	0.0283047	0.0407506	0.0413977	0.035138	0.0241003	3.08138
12030	-15726.4	-15710.1	-16.2352	0.0842584	0.119995	0.0904153	0.082213	0.0700429	0.0904781	0.0987554	0.169804	0.101017	0.121325	0.0944991	0.0763938	0.0933971	0.0744313	0.0900867	0.122597	0.0442736	0.0776946	0.105699	0.130461	0.138346	0.103672	0.150488	0.0294719	0.0375702	0.0283638	0.0318702	0.0345582	0.0699566	0.0344597	0.0711918	0.0409046	0.0200436	0.0341646	0.0266905	0.0319192	0.013035	0.016388	0.0261067	0.0463164	0.0443459	0.0307978	0.0432741	3.04177
12040	-15725.7	-15709.3	-16.3113	0.0669036	0.125587	0.0812545	0.0992347	0.0776036	0.0774676	0.12287	0.175404	0.111457	0.116999	0.0624173	0.077187	0.0928966	0.0785736	0.0846228	0.14683	0.0621843	0.0993593	0.0956796	0.116683	0.116836	0.103672	0.122763	0.0462565	0.0572904	0.0267655	0.0196247	0.0290411	0.070806	0.0383704	0.0780387	0.0409232	0.0277809	0.0548362	0.0174134	0.0232162	0.0149401	0.019358	0.0295791	0.0382232	0.0472214	0.025181	0.0300288	3.04938
12050	-15717.9	-15701.7	-16.1748	0.0743371	0.113507	0.086158	0.112246	0.0749859	0.0777456	0.117528	0.14989	0.106517	0.0969115	0.0792371	0.0814351	0.0993854	0.0767627	0.089222	0.124463	0.0552223	0.0857428	0.112759	0.121652	0.107488	0.0873532	0.133836	0.0348027	0.0444768	0.0184661	0.0234226	0.0310747	0.0740913	0.0239112	0.0840625	0.0481477	0.0311983	0.0481394	0.0213166	0.0349601	0.0218085	0.0357187	0.0299993	0.0553098	0.0492126	0.0299766	0.0312574	3.03574
12060	-15724.4	-15707.7	-16.7195	0.0840515	0.108615	0.0989794	0.111351	0.0677089	0.0810023	0.120612	0.176841	0.098379	0.101448	0.0870986	0.0853015	0.108067	0.0711632	0.0973503	0.138026	0.0486695	0.0897029	0.110998	0.137672	0.111144	0.0966445	0.129046	0.0436924	0.0501633	0.0219324	0.0281199	0.0405205	0.0573268	0.0289326	0.0797044	0.0472958	0.0258469	0.0365529	0.0197516	0.0351362	0.0132541	0.037064	0.0171198	0.0452795	0.0253113	0.0362319	0.0410998	3.09021
12070	-15734.7	-15717.9	-16.8162	0.0708216	0.1208	0.0971692	0.109195	0.0631529	0.0770431	0.133903	0.138014	0.0820136	0.1165	0.06745	0.0789395	0.106264	0.0661992	0.0941337	0.135773	0.0670501	0.122126	0.10798	0.139455	0.129932	0.0928979	0.142879	0.0379145	0.0542493	0.0321284	0.0242588	0.0243551	0.062364	0.0431587	0.0850715	0.0474628	0.0259166	0.0298438	0.0317926	0.031243	0.0156829	0.0250259	0.0295343	0.0454453	0.0362066	0.0211386	0.0373934	3.09988
12080	-15724	-15708.3	-15.6945	0.0743526	0.120219	0.0719854	0.106889	0.0654149	0.0855484	0.151291	0.154047	0.104974	0.118536	0.063675	0.0703941	0.0904732	0.0682537	0.0997456	0.118559	0.0476956	0.0839311	0.0813015	0.137834	0.117259	0.0904309	0.133141	0.0447252	0.0534158	0.0224992	0.0237565	0.0210194	0.0580415	0.0239278	0.086631	0.0437126	0.0467856	0.0348628	0.0251521	0.0402612	0.0107032	0.034243	0.0246006	0.0480986	0.0400438	0.0244849	0.0247896	2.9877
12090	-15724	-15707.9	-16.0573	0.0730235	0.118828	0.0874797	0.0968924	0.0699823	0.0884632	0.122698	0.173138	0.111409	0.118302	0.0860627	0.0703941	0.0793811	0.0790666	0.0726002	0.137986	0.0734083	0.0806648	0.0957003	0.126216	0.107646	0.112395	0.140842	0.019865	0.056884	0.0231488	0.0257604	0.0185014	0.0463986	0.0237371	0.0783062	0.0638686	0.029795	0.0297318	0.0263661	0.0396725	0.0114722	0.0281353	0.0226575	0.0375909	0.0474479	0.0379508	0.03411	3.02398
12100	-15724.5	-15708.6	-15.9196	0.0872422	0.122926	0.0880372	0.107052	0.0880074	0.088869	0.108413	0.16787	0.0949759	0.114084	0.0772734	0.0733681	0.0959145	0.0735724	0.0825023	0.134518	0.0634113	0.0985968	0.0835326	0.125962	0.122334	0.0949751	0.116133	0.0388642	0.0300781	0.021352	0.0292828	0.0204463	0.0667751	0.0296179	0.0727945	0.0545141	0.0305978	0.036973	0.0214831	0.0348538	0.00607446	0.0219837	0.0226575	0.0496629	0.0437866	0.0366969	0.0321454	3.01021
12110	-15730.2	-15713.6	-16.6541	0.0723952	0.110254	0.0931972	0.103446	0.0911528	0.0814378	0.122985	0.168331	0.104573	0.10464	0.0772734	0.0853512	0.0803667	0.0769257	0.0811643	0.126951	0.0893525	0.0725741	0.103721	0.131489	0.118275	0.101554	0.14016	0.0260077	0.044468	0.0241552	0.0308007	0.0335753	0.0623821	0.033117	0.0690761	0.0620395	0.0397124	0.035935	0.0317674	0.027632	0.0110786	0.0155685	0.0273889	0.0468115	0.0662968	0.0251833	0.0330986	3.08367
12120	-15724.5	-15708.3	-16.1499	0.098243	0.0984423	0.0834826	0.100027	0.0771007	0.0657343	0.127279	0.178804	0.12652	0.0974896	0.0748095	0.0842272	0.0825811	0.0811306	0.0909177	0.121313	0.0562642	0.0815256	0.118458	0.13704	0.135545	0.0895752	0.14016	0.0217429	0.0658367	0.0228807	0.0277918	0.0263378	0.0673508	0.025575	0.0690056	0.0640692	0.0203751	0.0276231	0.0165616	0.0420756	0.0211248	0.0267534	0.014498	0.0372921	0.0385598	0.0271414	0.0239786	3.03324
12130	-15730.3	-15713.9	-16.348	0.0619205	0.112791	0.0787346	0.108805	0.0771007	0.0807294	0.127279	0.146743	0.104398	0.103668	0.0775009	0.0773419	0.107902	0.082683	0.0999495	0.123682	0.0784034	0.0707745	0.118458	0.133083	0.118252	0.109565	0.150545	0.0364166	0.0541125	0.0243073	0.0362551	0.0252369	0.0727471	0.00988303	0.0665572	0.0474436	0.0327757	0.0452915	0.0370367	0.0310234	0.0188949	0.0272564	0.0117459	0.0400921	0.0267252	0.0338276	0.0251169	3.05305
12140	-15726.4	-15710.5	-15.9241	0.0811583	0.097803	0.0995137	0.0997157	0.0721147	0.0675445	0.115538	0.150104	0.10161	0.10286	0.0888403	0.09663	0.0781299	0.0829138	0.10169	0.122196	0.0805933	0.0815769	0.0909776	0.150062	0.117953	0.0778471	0.145843	0.0404096	0.0526803	0.0218772	0.0262145	0.0258041	0.0601373	0.0233236	0.0774475	0.0530613	0.0200932	0.0280119	0.036363	0.03331	0.0224631	0.0336551	0.0198462	0.0440359	0.0284217	0.0302013	0.0300946	3.01067
12150	-15718.5	-15702.2	-16.3301	0.0913415	0.11882	0.0998722	0.106794	0.0752879	0.0846363	0.124572	0.168983	0.110177	0.102662	0.0673825	0.0854654	0.107656	0.0789573	0.0873216	0.117442	0.0728564	0.0803515	0.093649	0.108328	0.112308	0.100904	0.126304	0.0348056	0.0325285	0.0325586	0.0195242	0.024954	0.0601373	0.0272466	0.0927787	0.0571516	0.0368071	0.0360717	0.0282141	0.0415521	0.0113294	0.0230602	0.0201842	0.0446628	0.0415782	0.03745	0.0266007	3.05127
12160	-15732.3	-15715.7	-16.606	0.086673	0.120667	0.100016	0.106794	0.0813442	0.076978	0.121473	0.179126	0.103763	0.10963	0.068515	0.0814445	0.100269	0.0811755	0.0746554	0.136722	0.0657434	0.0715568	0.111896	0.138056	0.112308	0.0863016	0.143224	0.0353281	0.0621351	0.0339208	0.020532	0.028461	0.0546053	0.0292044	0.0676042	0.0403739	0.0341869	0.0398367	0.0146287	0.0489739	0.00734587	0.00795962	0.0254451	0.0433864	0.0469498	0.0373882	0.0422577	3.07885
12170	-15738.9	-15722.4	-16.5497	0.0919355	0.0862565	0.0952841	0.106794	0.0680419	0.100764	0.119495	0.185514	0.102669	0.127106	0.0708001	0.0968007	0.0869641	0.0768391	0.078237	0.11854	0.0641836	0.0879725	0.110992	0.138257	0.112308	0.0773081	0.150203	0.0337558	0.0535391	0.0291813	0.0209029	0.0281469	0.0654309	0.0242733	0.0623325	0.0645839	0.0449028	0.0342201	0.0161083	0.0258076	0.00127199	0.0109124	0.0455181	0.0526059	0.0433611	0.02957	0.0335298	3.07322
12180	-15735.3	-15719.7	-15.622	0.0808799	0.106739	0.108877	0.099145	0.0647813	0.0918376	0.123252	0.155753	0.0977386	0.101038	0.0926906	0.0853849	0.0742758	0.0742831	0.0909058	0.114697	0.0713486	0.0674298	0.115141	0.123231	0.0975449	0.0978917	0.140917	0.0339388	0.056671	0.0219519	0.0131147	0.0223952	0.081344	0.0166675	0.0810005	0.046044	0.0369088	0.0365546	0.0306638	0.0409835	0.00111016	0.028301	0.02319	0.0401042	0.0466211	0.0158051	0.0313005	2.98045
12190	-15728.3	-15712.8	-15.5176	0.0832098	0.106739	0.0954889	0.0918438	0.0641929	0.0792474	0.128084	0.147735	0.0989402	0.117623	0.0615507	0.0908547	0.0872829	0.0871455	0.0945038	0.13776	0.0593637	0.0755037	0.0915892	0.133298	0.113049	0.0875494	0.13993	0.0214664	0.0649811	0.0211621	0.0206455	0.0364339	0.0690974	0.0230609	0.0546647	0.0585345	0.0329462	0.0411948	0.0203652	0.0332963	0.0022429	0.0234902	0.0294279	0.0346892	0.0515918	0.0263728	0.0318652	2.97001
12200	-15726.2	-15709.7	-16.4758	0.0906446	0.116113	0.0954889	0.0931538	0.0661755	0.0651461	0.131609	0.18648	0.107104	0.108951	0.0804365	0.0948886	0.106016	0.084247	0.0876711	0.132747	0.0545184	0.0763675	0.0980385	0.124946	0.126493	0.0911757	0.121562	0.0342249	0.0525979	0.0149662	0.0264295	0.0235299	0.0784552	0.0299224	0.0806101	0.0463987	0.0347967	0.0369683	0.0266109	0.0342477	0.000806721	0.0377135	0.0289251	0.0501908	0.039299	0.02906	0.0201029	3.06583
12210	-15743.5	-15727.3	-16.1937	0.0735255	0.107804	0.0923856	0.0982404	0.0884146	0.0867176	0.103635	0.14654	0.113894	0.102258	0.0869426	0.0850348	0.121746	0.0998301	0.0858883	0.121721	0.0621678	0.0926515	0.0958135	0.108071	0.104146	0.112608	0.121879	0.0392037	0.058387	0.0220002	0.0272091	0.0407648	0.0713319	0.0193118	0.0607602	0.0414103	0.0459395	0.038453	0.0113731	0.0279865	0.0010789	0.0338042	0.0336323	0.0367444	0.0355368	0.0329191	0.0478614	3.03762
12220	-15739.5	-15723.4	-16.1277	0.0766913	0.118086	0.101879	0.092982	0.0750219	0.0752769	0.117591	0.157625	0.111933	0.0998898	0.0904619	0.060645	0.102847	0.0582681	0.0932834	0.132561	0.0633704	0.0719988	0.0862891	0.110876	0.105323	0.114786	0.139847	0.0286044	0.0561923	0.0227814	0.0199947	0.0349606	0.0829632	0.028693	0.0893263	0.0442708	0.0291915	0.0372011	0.0337028	0.0600727	0.00191107	0.038791	0.0160301	0.0585757	0.0316976	0.0272702	0.0312595	3.03102
12230	-15728.8	-15712.3	-16.4415	0.0996784	0.118086	0.0969096	0.0940288	0.0809918	0.0816677	0.119532	0.145486	0.11762	0.102749	0.0839026	0.0793607	0.100806	0.0680249	0.080229	0.137744	0.0575636	0.0904053	0.0967113	0.12546	0.130852	0.0959418	0.157027	0.0266558	0.0523212	0.0287499	0.0320691	0.0174531	0.0677633	0.0332267	0.0615442	0.0444236	0.0386378	0.0339806	0.0374608	0.0313805	0.00555488	0.0372426	0.0232775	0.0336951	0.0360834	0.0395023	0.0206035	3.0624
12240	-15743.4	-15727.3	-16.1584	0.089558	0.126408	0.0959952	0.11443	0.078225	0.0744224	0.110481	0.152203	0.0920704	0.110274	0.0698585	0.0760744	0.0940106	0.087805	0.0820493	0.141566	0.0527623	0.0798358	0.112387	0.154257	0.107286	0.0727011	0.15688	0.0359076	0.0450196	0.0254738	0.0308821	0.0204629	0.0678801	0.0192094	0.0673927	0.0306788	0.0323829	0.0364239	0.0357557	0.0426591	0.00219575	0.0274864	0.0396519	0.0339215	0.0470158	0.0406483	0.0215059	3.0341
12250	-15723	-15706.7	-16.2516	0.100701	0.126165	0.0937768	0.11443	0.0814996	0.0908876	0.11902	0.153489	0.102269	0.110274	0.067898	0.0705691	0.0950049	0.0836569	0.0964881	0.120469	0.0594815	0.0954702	0.104049	0.123528	0.103295	0.0918879	0.147411	0.0393879	0.0383407	0.011077	0.0203234	0.0268043	0.0755104	0.0340352	0.0698616	0.0487019	0.0299857	0.026246	0.0210213	0.0265638	0.0220005	0.0349617	0.0319675	0.0408984	0.0339976	0.0360337	0.0239703	3.04341
12260	-15730.6	-15715.4	-15.2611	0.06568	0.113368	0.101285	0.109117	0.0921897	0.0700261	0.107568	0.13999	0.114529	0.10491	0.0680127	0.093689	0.106464	0.0718752	0.103058	0.122911	0.0505522	0.0796989	0.0995143	0.110033	0.107476	0.0964159	0.130588	0.0536286	0.0564368	0.0135945	0.0201488	0.0240361	0.0529847	0.0273638	0.0868988	0.0515121	0.0349347	0.026744	0.0138111	0.023747	0.020359	0.0154549	0.0284863	0.049732	0.030595	0.0199463	0.0349965	2.94436
12270	-15725.7	-15709.2	-16.547	0.0904926	0.114583	0.0814447	0.10273	0.0687033	0.0618685	0.108623	0.169676	0.125378	0.105926	0.0700394	0.0738262	0.0983515	0.0869469	0.0899664	0.151426	0.0558387	0.0892659	0.0859133	0.115506	0.111732	0.111186	0.152445	0.0437336	0.0437878	0.014949	0.0275847	0.0271283	0.053761	0.0271049	0.0708105	0.0650498	0.0322076	0.0372327	0.0182813	0.029435	0.0243981	0.021519	0.0277344	0.0432693	0.0674591	0.0408217	0.0348173	3.07295
12280	-15729.4	-15712.4	-17.0131	0.0798605	0.118631	0.0972533	0.0964893	0.0688298	0.0810416	0.140604	0.164441	0.112683	0.112772	0.0796406	0.0674749	0.0771123	0.0779543	0.0913333	0.158501	0.0523679	0.0903194	0.0996594	0.125152	0.119358	0.102241	0.15241	0.0388615	0.0358941	0.0179347	0.0191639	0.0333857	0.0607375	0.0338935	0.0585744	0.0528639	0.0309464	0.0540095	0.0301928	0.0395347	0.0199456	0.0336082	0.0287753	0.0356204	0.057797	0.0406453	0.0310537	3.11957
12290	-15739.3	-15722.6	-16.7086	0.0726666	0.111541	0.0972533	0.0921071	0.0830426	0.0738836	0.159055	0.168149	0.123764	0.0963627	0.0557511	0.0871511	0.0810913	0.0715103	0.102106	0.147604	0.0618824	0.0673618	0.0915632	0.112145	0.130121	0.110034	0.136422	0.0385093	0.0373308	0.0219334	0.0193796	0.0265304	0.0612562	0.0265548	0.0662272	0.0531911	0.0225062	0.0481274	0.0345075	0.0358644	0.0213167	0.0184396	0.0595926	0.0425636	0.0555595	0.0412016	0.0259571	3.08912
12300	-15727.8	-15711.4	-16.3572	0.0823039	0.128089	0.0922997	0.113066	0.0838909	0.0873572	0.102622	0.172299	0.107694	0.095742	0.0805732	0.0759615	0.0938886	0.0894654	0.11917	0.130843	0.0607337	0.0750299	0.0831038	0.113223	0.118509	0.0909273	0.139419	0.0360215	0.0515232	0.0104729	0.0305275	0.0148628	0.0829238	0.0288404	0.0602388	0.0624538	0.029425	0.0255616	0.0135148	0.0462033	0.0178573	0.0210128	0.0375518	0.0444975	0.0459496	0.0215449	0.036777	3.05397
